"","iteration","species_num","year_num","occupancy","species","year"
"9250","9",19,14,0,"HRUB","2015"
"9251","9",20,14,1,"HSEM","2015"
"9252","9",21,14,0,"MCAL","2015"
"9253","9",22,14,1,"OCAL","2015"
"9254","9",23,14,0,"OELO","2015"
"9255","9",24,14,0,"PCAL","2015"
"9256","9",25,14,1,"PCLA","2015"
"9257","9",26,14,1,"PFUR","2015"
"9258","9",27,14,0,"PLTR","2015"
"9259","9",28,14,1,"PNEB","2015"
"9260","9",29,14,0,"PTRY","2015"
"9261","9",30,14,0,"RPRO","2015"
"9262","9",31,14,0,"RTOX","2015"
"9263","9",32,14,1,"SATR","2015"
"9264","9",33,14,0,"SAUR","2015"
"9265","9",34,14,0,"SCAL","2015"
"9266","9",35,14,0,"SCAR","2015"
"9267","9",36,14,0,"SCAU","2015"
"9268","9",37,14,0,"SCHR","2015"
"9269","9",38,14,0,"SCSP","2015"
"9270","9",39,14,0,"SFLA","2015"
"9271","9",40,14,0,"SGUT","2015"
"9272","9",41,14,0,"SMAR","2015"
"9273","9",42,14,0,"SMIN","2015"
"9274","9",43,14,0,"SMYS","2015"
"9275","9",44,14,0,"SPAR","2015"
"9276","9",45,14,0,"SPAU","2015"
"9277","9",46,14,1,"SPUL","2015"
"9278","9",47,14,0,"SRAS","2015"
"9279","9",48,14,1,"SSER","2015"
"9280","9",49,14,0,"STRE","2015"
"9281","9",50,14,1,"SYNG","2015"
"9282","9",51,14,0,"TSEM","2015"
"9283","9",1,15,0,"ANDA","2016"
"9284","9",2,15,0,"AUFL","2016"
"9285","9",3,15,1,"BFRE","2016"
"9286","9",4,15,1,"BOTH","2016"
"9287","9",5,15,1,"BRAY","2016"
"9288","9",6,15,0,"CAGG","2016"
"9289","9",7,15,0,"CPUN","2016"
"9290","9",8,15,0,"CSAT","2016"
"9291","9",9,15,0,"CVEN","2016"
"9292","9",10,15,1,"DVAC","2016"
"9293","9",11,15,1,"EJAC","2016"
"9294","9",12,15,0,"ELAT","2016"
"9295","9",13,15,0,"EMBI","2016"
"9296","9",14,15,0,"GNIG","2016"
"9297","9",15,15,0,"HARG","2016"
"9298","9",16,15,1,"HCAR","2016"
"9299","9",17,15,1,"HDEC","2016"
"9300","9",18,15,0,"HROS","2016"
"9301","9",19,15,0,"HRUB","2016"
"9302","9",20,15,1,"HSEM","2016"
"9303","9",21,15,0,"MCAL","2016"
"9304","9",22,15,1,"OCAL","2016"
"9305","9",23,15,0,"OELO","2016"
"9306","9",24,15,0,"PCAL","2016"
"9307","9",25,15,1,"PCLA","2016"
"9308","9",26,15,1,"PFUR","2016"
"9309","9",27,15,0,"PLTR","2016"
"9310","9",28,15,1,"PNEB","2016"
"9311","9",29,15,0,"PTRY","2016"
"9312","9",30,15,0,"RPRO","2016"
"9313","9",31,15,0,"RTOX","2016"
"9314","9",32,15,1,"SATR","2016"
"9315","9",33,15,1,"SAUR","2016"
"9316","9",34,15,0,"SCAL","2016"
"9317","9",35,15,0,"SCAR","2016"
"9318","9",36,15,0,"SCAU","2016"
"9319","9",37,15,0,"SCHR","2016"
"9320","9",38,15,0,"SCSP","2016"
"9321","9",39,15,0,"SFLA","2016"
"9322","9",40,15,1,"SGUT","2016"
"9323","9",41,15,0,"SMAR","2016"
"9324","9",42,15,0,"SMIN","2016"
"9325","9",43,15,1,"SMYS","2016"
"9326","9",44,15,0,"SPAR","2016"
"9327","9",45,15,0,"SPAU","2016"
"9328","9",46,15,1,"SPUL","2016"
"9329","9",47,15,0,"SRAS","2016"
"9330","9",48,15,1,"SSER","2016"
"9331","9",49,15,0,"STRE","2016"
"9332","9",50,15,1,"SYNG","2016"
"9333","9",51,15,0,"TSEM","2016"
"9334","9",1,16,1,"ANDA","2017"
"9335","9",2,16,0,"AUFL","2017"
"9336","9",3,16,0,"BFRE","2017"
"9337","9",4,16,1,"BOTH","2017"
"9338","9",5,16,0,"BRAY","2017"
"9339","9",6,16,0,"CAGG","2017"
"9340","9",7,16,0,"CPUN","2017"
"9341","9",8,16,0,"CSAT","2017"
"9342","9",9,16,0,"CVEN","2017"
"9343","9",10,16,1,"DVAC","2017"
"9344","9",11,16,1,"EJAC","2017"
"9345","9",12,16,0,"ELAT","2017"
"9346","9",13,16,0,"EMBI","2017"
"9347","9",14,16,0,"GNIG","2017"
"9348","9",15,16,0,"HARG","2017"
"9349","9",16,16,1,"HCAR","2017"
"9350","9",17,16,1,"HDEC","2017"
"9351","9",18,16,0,"HROS","2017"
"9352","9",19,16,0,"HRUB","2017"
"9353","9",20,16,1,"HSEM","2017"
"9354","9",21,16,0,"MCAL","2017"
"9355","9",22,16,1,"OCAL","2017"
"9356","9",23,16,0,"OELO","2017"
"9357","9",24,16,0,"PCAL","2017"
"9358","9",25,16,1,"PCLA","2017"
"9359","9",26,16,1,"PFUR","2017"
"9360","9",27,16,0,"PLTR","2017"
"9361","9",28,16,1,"PNEB","2017"
"9362","9",29,16,0,"PTRY","2017"
"9363","9",30,16,0,"RPRO","2017"
"9364","9",31,16,0,"RTOX","2017"
"9365","9",32,16,1,"SATR","2017"
"9366","9",33,16,1,"SAUR","2017"
"9367","9",34,16,0,"SCAL","2017"
"9368","9",35,16,1,"SCAR","2017"
"9369","9",36,16,0,"SCAU","2017"
"9370","9",37,16,0,"SCHR","2017"
"9371","9",38,16,0,"SCSP","2017"
"9372","9",39,16,0,"SFLA","2017"
"9373","9",40,16,1,"SGUT","2017"
"9374","9",41,16,0,"SMAR","2017"
"9375","9",42,16,0,"SMIN","2017"
"9376","9",43,16,0,"SMYS","2017"
"9377","9",44,16,0,"SPAR","2017"
"9378","9",45,16,0,"SPAU","2017"
"9379","9",46,16,1,"SPUL","2017"
"9380","9",47,16,0,"SRAS","2017"
"9381","9",48,16,1,"SSER","2017"
"9382","9",49,16,0,"STRE","2017"
"9383","9",50,16,1,"SYNG","2017"
"9384","9",51,16,0,"TSEM","2017"
"9385","9",1,17,1,"ANDA","2018"
"9386","9",2,17,0,"AUFL","2018"
"9387","9",3,17,0,"BFRE","2018"
"9388","9",4,17,0,"BOTH","2018"
"9389","9",5,17,1,"BRAY","2018"
"9390","9",6,17,0,"CAGG","2018"
"9391","9",7,17,0,"CPUN","2018"
"9392","9",8,17,0,"CSAT","2018"
"9393","9",9,17,0,"CVEN","2018"
"9394","9",10,17,1,"DVAC","2018"
"9395","9",11,17,1,"EJAC","2018"
"9396","9",12,17,0,"ELAT","2018"
"9397","9",13,17,0,"EMBI","2018"
"9398","9",14,17,0,"GNIG","2018"
"9399","9",15,17,0,"HARG","2018"
"9400","9",16,17,1,"HCAR","2018"
"9401","9",17,17,0,"HDEC","2018"
"9402","9",18,17,0,"HROS","2018"
"9403","9",19,17,0,"HRUB","2018"
"9404","9",20,17,1,"HSEM","2018"
"9405","9",21,17,0,"MCAL","2018"
"9406","9",22,17,1,"OCAL","2018"
"9407","9",23,17,0,"OELO","2018"
"9408","9",24,17,0,"PCAL","2018"
"9409","9",25,17,1,"PCLA","2018"
"9410","9",26,17,1,"PFUR","2018"
"9411","9",27,17,0,"PLTR","2018"
"9412","9",28,17,1,"PNEB","2018"
"9413","9",29,17,0,"PTRY","2018"
"9414","9",30,17,0,"RPRO","2018"
"9415","9",31,17,0,"RTOX","2018"
"9416","9",32,17,1,"SATR","2018"
"9417","9",33,17,1,"SAUR","2018"
"9418","9",34,17,0,"SCAL","2018"
"9419","9",35,17,0,"SCAR","2018"
"9420","9",36,17,0,"SCAU","2018"
"9421","9",37,17,0,"SCHR","2018"
"9422","9",38,17,0,"SCSP","2018"
"9423","9",39,17,0,"SFLA","2018"
"9424","9",40,17,0,"SGUT","2018"
"9425","9",41,17,0,"SMAR","2018"
"9426","9",42,17,0,"SMIN","2018"
"9427","9",43,17,0,"SMYS","2018"
"9428","9",44,17,0,"SPAR","2018"
"9429","9",45,17,0,"SPAU","2018"
"9430","9",46,17,1,"SPUL","2018"
"9431","9",47,17,0,"SRAS","2018"
"9432","9",48,17,1,"SSER","2018"
"9433","9",49,17,0,"STRE","2018"
"9434","9",50,17,1,"SYNG","2018"
"9435","9",51,17,0,"TSEM","2018"
"9436","9",1,18,1,"ANDA","2019"
"9437","9",2,18,0,"AUFL","2019"
"9438","9",3,18,0,"BFRE","2019"
"9439","9",4,18,0,"BOTH","2019"
"9440","9",5,18,1,"BRAY","2019"
"9441","9",6,18,0,"CAGG","2019"
"9442","9",7,18,0,"CPUN","2019"
"9443","9",8,18,0,"CSAT","2019"
"9444","9",9,18,0,"CVEN","2019"
"9445","9",10,18,1,"DVAC","2019"
"9446","9",11,18,1,"EJAC","2019"
"9447","9",12,18,0,"ELAT","2019"
"9448","9",13,18,0,"EMBI","2019"
"9449","9",14,18,0,"GNIG","2019"
"9450","9",15,18,0,"HARG","2019"
"9451","9",16,18,1,"HCAR","2019"
"9452","9",17,18,0,"HDEC","2019"
"9453","9",18,18,0,"HROS","2019"
"9454","9",19,18,0,"HRUB","2019"
"9455","9",20,18,1,"HSEM","2019"
"9456","9",21,18,0,"MCAL","2019"
"9457","9",22,18,1,"OCAL","2019"
"9458","9",23,18,0,"OELO","2019"
"9459","9",24,18,0,"PCAL","2019"
"9460","9",25,18,1,"PCLA","2019"
"9461","9",26,18,1,"PFUR","2019"
"9462","9",27,18,0,"PLTR","2019"
"9463","9",28,18,1,"PNEB","2019"
"9464","9",29,18,0,"PTRY","2019"
"9465","9",30,18,0,"RPRO","2019"
"9466","9",31,18,0,"RTOX","2019"
"9467","9",32,18,1,"SATR","2019"
"9468","9",33,18,0,"SAUR","2019"
"9469","9",34,18,0,"SCAL","2019"
"9470","9",35,18,0,"SCAR","2019"
"9471","9",36,18,0,"SCAU","2019"
"9472","9",37,18,0,"SCHR","2019"
"9473","9",38,18,0,"SCSP","2019"
"9474","9",39,18,0,"SFLA","2019"
"9475","9",40,18,0,"SGUT","2019"
"9476","9",41,18,0,"SMAR","2019"
"9477","9",42,18,0,"SMIN","2019"
"9478","9",43,18,0,"SMYS","2019"
"9479","9",44,18,0,"SPAR","2019"
"9480","9",45,18,0,"SPAU","2019"
"9481","9",46,18,1,"SPUL","2019"
"9482","9",47,18,0,"SRAS","2019"
"9483","9",48,18,0,"SSER","2019"
"9484","9",49,18,0,"STRE","2019"
"9485","9",50,18,0,"SYNG","2019"
"9486","9",51,18,0,"TSEM","2019"
"9487","9",1,19,0,"ANDA","2020"
"9488","9",2,19,0,"AUFL","2020"
"9489","9",3,19,1,"BFRE","2020"
"9490","9",4,19,0,"BOTH","2020"
"9491","9",5,19,1,"BRAY","2020"
"9492","9",6,19,0,"CAGG","2020"
"9493","9",7,19,0,"CPUN","2020"
"9494","9",8,19,0,"CSAT","2020"
"9495","9",9,19,0,"CVEN","2020"
"9496","9",10,19,1,"DVAC","2020"
"9497","9",11,19,1,"EJAC","2020"
"9498","9",12,19,0,"ELAT","2020"
"9499","9",13,19,0,"EMBI","2020"
"9500","9",14,19,0,"GNIG","2020"
"9501","9",15,19,0,"HARG","2020"
"9502","9",16,19,1,"HCAR","2020"
"9503","9",17,19,1,"HDEC","2020"
"9504","9",18,19,1,"HROS","2020"
"9505","9",19,19,0,"HRUB","2020"
"9506","9",20,19,1,"HSEM","2020"
"9507","9",21,19,0,"MCAL","2020"
"9508","9",22,19,1,"OCAL","2020"
"9509","9",23,19,0,"OELO","2020"
"9510","9",24,19,0,"PCAL","2020"
"9511","9",25,19,1,"PCLA","2020"
"9512","9",26,19,1,"PFUR","2020"
"9513","9",27,19,0,"PLTR","2020"
"9514","9",28,19,1,"PNEB","2020"
"9515","9",29,19,0,"PTRY","2020"
"9516","9",30,19,0,"RPRO","2020"
"9517","9",31,19,0,"RTOX","2020"
"9518","9",32,19,1,"SATR","2020"
"9519","9",33,19,0,"SAUR","2020"
"9520","9",34,19,0,"SCAL","2020"
"9521","9",35,19,0,"SCAR","2020"
"9522","9",36,19,0,"SCAU","2020"
"9523","9",37,19,0,"SCHR","2020"
"9524","9",38,19,0,"SCSP","2020"
"9525","9",39,19,0,"SFLA","2020"
"9526","9",40,19,0,"SGUT","2020"
"9527","9",41,19,0,"SMAR","2020"
"9528","9",42,19,0,"SMIN","2020"
"9529","9",43,19,0,"SMYS","2020"
"9530","9",44,19,0,"SPAR","2020"
"9531","9",45,19,0,"SPAU","2020"
"9532","9",46,19,0,"SPUL","2020"
"9533","9",47,19,0,"SRAS","2020"
"9534","9",48,19,1,"SSER","2020"
"9535","9",49,19,0,"STRE","2020"
"9536","9",50,19,1,"SYNG","2020"
"9537","9",51,19,0,"TSEM","2020"
"9538","9",1,20,1,"ANDA","2021"
"9539","9",2,20,0,"AUFL","2021"
"9540","9",3,20,0,"BFRE","2021"
"9541","9",4,20,0,"BOTH","2021"
"9542","9",5,20,1,"BRAY","2021"
"9543","9",6,20,1,"CAGG","2021"
"9544","9",7,20,0,"CPUN","2021"
"9545","9",8,20,0,"CSAT","2021"
"9546","9",9,20,0,"CVEN","2021"
"9547","9",10,20,1,"DVAC","2021"
"9548","9",11,20,1,"EJAC","2021"
"9549","9",12,20,0,"ELAT","2021"
"9550","9",13,20,0,"EMBI","2021"
"9551","9",14,20,0,"GNIG","2021"
"9552","9",15,20,0,"HARG","2021"
"9553","9",16,20,1,"HCAR","2021"
"9554","9",17,20,1,"HDEC","2021"
"9555","9",18,20,0,"HROS","2021"
"9556","9",19,20,0,"HRUB","2021"
"9557","9",20,20,1,"HSEM","2021"
"9558","9",21,20,0,"MCAL","2021"
"9559","9",22,20,1,"OCAL","2021"
"9560","9",23,20,0,"OELO","2021"
"9561","9",24,20,1,"PCAL","2021"
"9562","9",25,20,1,"PCLA","2021"
"9563","9",26,20,1,"PFUR","2021"
"9564","9",27,20,0,"PLTR","2021"
"9565","9",28,20,1,"PNEB","2021"
"9566","9",29,20,0,"PTRY","2021"
"9567","9",30,20,0,"RPRO","2021"
"9568","9",31,20,0,"RTOX","2021"
"9569","9",32,20,1,"SATR","2021"
"9570","9",33,20,0,"SAUR","2021"
"9571","9",34,20,0,"SCAL","2021"
"9572","9",35,20,0,"SCAR","2021"
"9573","9",36,20,0,"SCAU","2021"
"9574","9",37,20,0,"SCHR","2021"
"9575","9",38,20,0,"SCSP","2021"
"9576","9",39,20,0,"SFLA","2021"
"9577","9",40,20,0,"SGUT","2021"
"9578","9",41,20,0,"SMAR","2021"
"9579","9",42,20,0,"SMIN","2021"
"9580","9",43,20,0,"SMYS","2021"
"9581","9",44,20,0,"SPAR","2021"
"9582","9",45,20,0,"SPAU","2021"
"9583","9",46,20,1,"SPUL","2021"
"9584","9",47,20,0,"SRAS","2021"
"9585","9",48,20,1,"SSER","2021"
"9586","9",49,20,0,"STRE","2021"
"9587","9",50,20,1,"SYNG","2021"
"9588","9",51,20,0,"TSEM","2021"
"9589","9",1,21,1,"ANDA","2022"
"9590","9",2,21,0,"AUFL","2022"
"9591","9",3,21,0,"BFRE","2022"
"9592","9",4,21,0,"BOTH","2022"
"9593","9",5,21,1,"BRAY","2022"
"9594","9",6,21,1,"CAGG","2022"
"9595","9",7,21,0,"CPUN","2022"
"9596","9",8,21,0,"CSAT","2022"
"9597","9",9,21,0,"CVEN","2022"
"9598","9",10,21,1,"DVAC","2022"
"9599","9",11,21,1,"EJAC","2022"
"9600","9",12,21,0,"ELAT","2022"
"9601","9",13,21,0,"EMBI","2022"
"9602","9",14,21,0,"GNIG","2022"
"9603","9",15,21,0,"HARG","2022"
"9604","9",16,21,1,"HCAR","2022"
"9605","9",17,21,0,"HDEC","2022"
"9606","9",18,21,0,"HROS","2022"
"9607","9",19,21,0,"HRUB","2022"
"9608","9",20,21,1,"HSEM","2022"
"9609","9",21,21,0,"MCAL","2022"
"9610","9",22,21,1,"OCAL","2022"
"9611","9",23,21,0,"OELO","2022"
"9612","9",24,21,0,"PCAL","2022"
"9613","9",25,21,1,"PCLA","2022"
"9614","9",26,21,1,"PFUR","2022"
"9615","9",27,21,0,"PLTR","2022"
"9616","9",28,21,0,"PNEB","2022"
"9617","9",29,21,0,"PTRY","2022"
"9618","9",30,21,0,"RPRO","2022"
"9619","9",31,21,0,"RTOX","2022"
"9620","9",32,21,1,"SATR","2022"
"9621","9",33,21,0,"SAUR","2022"
"9622","9",34,21,1,"SCAL","2022"
"9623","9",35,21,0,"SCAR","2022"
"9624","9",36,21,0,"SCAU","2022"
"9625","9",37,21,0,"SCHR","2022"
"9626","9",38,21,0,"SCSP","2022"
"9627","9",39,21,0,"SFLA","2022"
"9628","9",40,21,0,"SGUT","2022"
"9629","9",41,21,0,"SMAR","2022"
"9630","9",42,21,0,"SMIN","2022"
"9631","9",43,21,0,"SMYS","2022"
"9632","9",44,21,0,"SPAR","2022"
"9633","9",45,21,1,"SPAU","2022"
"9634","9",46,21,1,"SPUL","2022"
"9635","9",47,21,0,"SRAS","2022"
"9636","9",48,21,0,"SSER","2022"
"9637","9",49,21,0,"STRE","2022"
"9638","9",50,21,1,"SYNG","2022"
"9639","9",51,21,0,"TSEM","2022"
"9640","10",1,1,1,"ANDA","2002"
"9641","10",2,1,0,"AUFL","2002"
"9642","10",3,1,1,"BFRE","2002"
"9643","10",4,1,0,"BOTH","2002"
"9644","10",5,1,0,"BRAY","2002"
"9645","10",6,1,1,"CAGG","2002"
"9646","10",7,1,0,"CPUN","2002"
"9647","10",8,1,0,"CSAT","2002"
"9648","10",9,1,0,"CVEN","2002"
"9649","10",10,1,1,"DVAC","2002"
"9650","10",11,1,1,"EJAC","2002"
"9651","10",12,1,0,"ELAT","2002"
"9652","10",13,1,0,"EMBI","2002"
"9653","10",14,1,1,"GNIG","2002"
"9654","10",15,1,0,"HARG","2002"
"9655","10",16,1,1,"HCAR","2002"
"9656","10",17,1,0,"HDEC","2002"
"9657","10",18,1,0,"HROS","2002"
"9658","10",19,1,0,"HRUB","2002"
"9659","10",20,1,1,"HSEM","2002"
"9660","10",21,1,0,"MCAL","2002"
"9661","10",22,1,1,"OCAL","2002"
"9662","10",23,1,1,"OELO","2002"
"9663","10",24,1,0,"PCAL","2002"
"9664","10",25,1,1,"PCLA","2002"
"9665","10",26,1,1,"PFUR","2002"
"9666","10",27,1,0,"PLTR","2002"
"9667","10",28,1,1,"PNEB","2002"
"9668","10",29,1,0,"PTRY","2002"
"9669","10",30,1,0,"RPRO","2002"
"9670","10",31,1,0,"RTOX","2002"
"9671","10",32,1,0,"SATR","2002"
"9672","10",33,1,0,"SAUR","2002"
"9673","10",34,1,0,"SCAL","2002"
"9674","10",35,1,0,"SCAR","2002"
"9675","10",36,1,0,"SCAU","2002"
"9676","10",37,1,0,"SCHR","2002"
"9677","10",38,1,0,"SCSP","2002"
"9678","10",39,1,0,"SFLA","2002"
"9679","10",40,1,0,"SGUT","2002"
"9680","10",41,1,0,"SMAR","2002"
"9681","10",42,1,0,"SMIN","2002"
"9682","10",43,1,0,"SMYS","2002"
"9683","10",44,1,0,"SPAR","2002"
"9684","10",45,1,1,"SPAU","2002"
"9685","10",46,1,0,"SPUL","2002"
"9686","10",47,1,0,"SRAS","2002"
"9687","10",48,1,1,"SSER","2002"
"9688","10",49,1,0,"STRE","2002"
"9689","10",50,1,0,"SYNG","2002"
"9690","10",51,1,1,"TSEM","2002"
"9691","10",1,2,1,"ANDA","2003"
"9692","10",2,2,0,"AUFL","2003"
"9693","10",3,2,1,"BFRE","2003"
"9694","10",4,2,0,"BOTH","2003"
"9695","10",5,2,1,"BRAY","2003"
"9696","10",6,2,0,"CAGG","2003"
"9697","10",7,2,0,"CPUN","2003"
"9698","10",8,2,0,"CSAT","2003"
"9699","10",9,2,0,"CVEN","2003"
"9700","10",10,2,1,"DVAC","2003"
"9701","10",11,2,1,"EJAC","2003"
"9702","10",12,2,0,"ELAT","2003"
"9703","10",13,2,0,"EMBI","2003"
"9704","10",14,2,0,"GNIG","2003"
"9705","10",15,2,0,"HARG","2003"
"9706","10",16,2,0,"HCAR","2003"
"9707","10",17,2,0,"HDEC","2003"
"9708","10",18,2,0,"HROS","2003"
"9709","10",19,2,0,"HRUB","2003"
"9710","10",20,2,1,"HSEM","2003"
"9711","10",21,2,0,"MCAL","2003"
"9712","10",22,2,1,"OCAL","2003"
"9713","10",23,2,0,"OELO","2003"
"9714","10",24,2,0,"PCAL","2003"
"9715","10",25,2,1,"PCLA","2003"
"9716","10",26,2,1,"PFUR","2003"
"9717","10",27,2,0,"PLTR","2003"
"9718","10",28,2,1,"PNEB","2003"
"9719","10",29,2,0,"PTRY","2003"
"9720","10",30,2,0,"RPRO","2003"
"9721","10",31,2,0,"RTOX","2003"
"9722","10",32,2,1,"SATR","2003"
"9723","10",33,2,0,"SAUR","2003"
"9724","10",34,2,0,"SCAL","2003"
"9725","10",35,2,0,"SCAR","2003"
"9726","10",36,2,0,"SCAU","2003"
"9727","10",37,2,0,"SCHR","2003"
"9728","10",38,2,0,"SCSP","2003"
"9729","10",39,2,0,"SFLA","2003"
"9730","10",40,2,0,"SGUT","2003"
"9731","10",41,2,0,"SMAR","2003"
"9732","10",42,2,0,"SMIN","2003"
"9733","10",43,2,0,"SMYS","2003"
"9734","10",44,2,0,"SPAR","2003"
"9735","10",45,2,0,"SPAU","2003"
"9736","10",46,2,0,"SPUL","2003"
"9737","10",47,2,0,"SRAS","2003"
"9738","10",48,2,1,"SSER","2003"
"9739","10",49,2,0,"STRE","2003"
"9740","10",50,2,0,"SYNG","2003"
"9741","10",51,2,1,"TSEM","2003"
"9742","10",1,3,1,"ANDA","2004"
"9743","10",2,3,0,"AUFL","2004"
"9744","10",3,3,1,"BFRE","2004"
"9745","10",4,3,0,"BOTH","2004"
"9746","10",5,3,1,"BRAY","2004"
"9747","10",6,3,0,"CAGG","2004"
"9748","10",7,3,0,"CPUN","2004"
"9749","10",8,3,0,"CSAT","2004"
"9750","10",9,3,0,"CVEN","2004"
"9751","10",10,3,1,"DVAC","2004"
"9752","10",11,3,1,"EJAC","2004"
"9753","10",12,3,0,"ELAT","2004"
"9754","10",13,3,0,"EMBI","2004"
"9755","10",14,3,0,"GNIG","2004"
"9756","10",15,3,0,"HARG","2004"
"9757","10",16,3,1,"HCAR","2004"
"9758","10",17,3,1,"HDEC","2004"
"9759","10",18,3,0,"HROS","2004"
"9760","10",19,3,0,"HRUB","2004"
"9761","10",20,3,0,"HSEM","2004"
"9762","10",21,3,0,"MCAL","2004"
"9763","10",22,3,1,"OCAL","2004"
"9764","10",23,3,1,"OELO","2004"
"9765","10",24,3,0,"PCAL","2004"
"9766","10",25,3,1,"PCLA","2004"
"9767","10",26,3,1,"PFUR","2004"
"9768","10",27,3,1,"PLTR","2004"
"9769","10",28,3,1,"PNEB","2004"
"9770","10",29,3,0,"PTRY","2004"
"9771","10",30,3,0,"RPRO","2004"
"9772","10",31,3,0,"RTOX","2004"
"9773","10",32,3,0,"SATR","2004"
"9774","10",33,3,0,"SAUR","2004"
"9775","10",34,3,0,"SCAL","2004"
"9776","10",35,3,0,"SCAR","2004"
"9777","10",36,3,0,"SCAU","2004"
"9778","10",37,3,0,"SCHR","2004"
"9779","10",38,3,0,"SCSP","2004"
"9780","10",39,3,0,"SFLA","2004"
"9781","10",40,3,0,"SGUT","2004"
"9782","10",41,3,0,"SMAR","2004"
"9783","10",42,3,0,"SMIN","2004"
"9784","10",43,3,0,"SMYS","2004"
"9785","10",44,3,0,"SPAR","2004"
"9786","10",45,3,0,"SPAU","2004"
"9787","10",46,3,1,"SPUL","2004"
"9788","10",47,3,0,"SRAS","2004"
"9789","10",48,3,1,"SSER","2004"
"9790","10",49,3,0,"STRE","2004"
"9791","10",50,3,1,"SYNG","2004"
"9792","10",51,3,1,"TSEM","2004"
"9793","10",1,4,1,"ANDA","2005"
"9794","10",2,4,0,"AUFL","2005"
"9795","10",3,4,1,"BFRE","2005"
"9796","10",4,4,0,"BOTH","2005"
"9797","10",5,4,1,"BRAY","2005"
"9798","10",6,4,0,"CAGG","2005"
"9799","10",7,4,0,"CPUN","2005"
"9800","10",8,4,0,"CSAT","2005"
"9801","10",9,4,0,"CVEN","2005"
"9802","10",10,4,1,"DVAC","2005"
"9803","10",11,4,1,"EJAC","2005"
"9804","10",12,4,0,"ELAT","2005"
"9805","10",13,4,0,"EMBI","2005"
"9806","10",14,4,0,"GNIG","2005"
"9807","10",15,4,0,"HARG","2005"
"9808","10",16,4,1,"HCAR","2005"
"9809","10",17,4,1,"HDEC","2005"
"9810","10",18,4,0,"HROS","2005"
"9811","10",19,4,0,"HRUB","2005"
"9812","10",20,4,1,"HSEM","2005"
"9813","10",21,4,0,"MCAL","2005"
"9814","10",22,4,1,"OCAL","2005"
"9815","10",23,4,1,"OELO","2005"
"9816","10",24,4,0,"PCAL","2005"
"9817","10",25,4,1,"PCLA","2005"
"9818","10",26,4,1,"PFUR","2005"
"9819","10",27,4,0,"PLTR","2005"
"9820","10",28,4,1,"PNEB","2005"
"9821","10",29,4,0,"PTRY","2005"
"9822","10",30,4,0,"RPRO","2005"
"9823","10",31,4,1,"RTOX","2005"
"9824","10",32,4,1,"SATR","2005"
"9825","10",33,4,1,"SAUR","2005"
"9826","10",34,4,0,"SCAL","2005"
"9827","10",35,4,0,"SCAR","2005"
"9828","10",36,4,0,"SCAU","2005"
"9829","10",37,4,0,"SCHR","2005"
"9830","10",38,4,0,"SCSP","2005"
"9831","10",39,4,0,"SFLA","2005"
"9832","10",40,4,0,"SGUT","2005"
"9833","10",41,4,0,"SMAR","2005"
"9834","10",42,4,0,"SMIN","2005"
"9835","10",43,4,0,"SMYS","2005"
"9836","10",44,4,0,"SPAR","2005"
"9837","10",45,4,0,"SPAU","2005"
"9838","10",46,4,0,"SPUL","2005"
"9839","10",47,4,0,"SRAS","2005"
"9840","10",48,4,0,"SSER","2005"
"9841","10",49,4,0,"STRE","2005"
"9842","10",50,4,0,"SYNG","2005"
"9843","10",51,4,1,"TSEM","2005"
"9844","10",1,5,1,"ANDA","2006"
"9845","10",2,5,0,"AUFL","2006"
"9846","10",3,5,1,"BFRE","2006"
"9847","10",4,5,0,"BOTH","2006"
"9848","10",5,5,1,"BRAY","2006"
"9849","10",6,5,0,"CAGG","2006"
"9850","10",7,5,0,"CPUN","2006"
"9851","10",8,5,0,"CSAT","2006"
"9852","10",9,5,0,"CVEN","2006"
"9853","10",10,5,1,"DVAC","2006"
"9854","10",11,5,1,"EJAC","2006"
"9855","10",12,5,0,"ELAT","2006"
"9856","10",13,5,0,"EMBI","2006"
"9857","10",14,5,0,"GNIG","2006"
"9858","10",15,5,0,"HARG","2006"
"9859","10",16,5,1,"HCAR","2006"
"9860","10",17,5,1,"HDEC","2006"
"9861","10",18,5,1,"HROS","2006"
"9862","10",19,5,0,"HRUB","2006"
"9863","10",20,5,1,"HSEM","2006"
"9864","10",21,5,0,"MCAL","2006"
"9865","10",22,5,1,"OCAL","2006"
"9866","10",23,5,0,"OELO","2006"
"9867","10",24,5,0,"PCAL","2006"
"9868","10",25,5,1,"PCLA","2006"
"9869","10",26,5,1,"PFUR","2006"
"9870","10",27,5,0,"PLTR","2006"
"9871","10",28,5,1,"PNEB","2006"
"9872","10",29,5,0,"PTRY","2006"
"9873","10",30,5,0,"RPRO","2006"
"9874","10",31,5,0,"RTOX","2006"
"9875","10",32,5,1,"SATR","2006"
"9876","10",33,5,1,"SAUR","2006"
"9877","10",34,5,0,"SCAL","2006"
"9878","10",35,5,0,"SCAR","2006"
"9879","10",36,5,0,"SCAU","2006"
"9880","10",37,5,0,"SCHR","2006"
"9881","10",38,5,0,"SCSP","2006"
"9882","10",39,5,0,"SFLA","2006"
"9883","10",40,5,0,"SGUT","2006"
"9884","10",41,5,0,"SMAR","2006"
"9885","10",42,5,0,"SMIN","2006"
"9886","10",43,5,0,"SMYS","2006"
"9887","10",44,5,0,"SPAR","2006"
