"","YEAR","SIDE_QUAD","SITE_TRANSECT","SCIENTIFIC_NAME","OCC"
"1689",2017,"20_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1690",2018,"20_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1691",2019,"20_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1692",2020,"20_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1693",2021,"20_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1694",2022,"20_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1695",2001,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1696",2002,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1697",2003,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1698",2004,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1699",2005,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1700",2006,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1701",2007,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1702",2008,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1703",2009,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1704",2010,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1705",2011,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1706",2012,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1707",2013,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1708",2014,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1709",2015,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1710",2016,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1711",2017,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1712",2018,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1713",2019,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1714",2020,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1715",2021,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1716",2022,"20_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1717",2001,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1718",2002,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1719",2003,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1720",2004,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1721",2005,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1722",2006,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1723",2007,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1724",2008,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1725",2009,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1726",2010,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1727",2011,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1728",2012,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1729",2013,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1730",2014,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1731",2015,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1732",2016,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1733",2017,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1734",2018,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1735",2019,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1736",2020,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1737",2021,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1738",2022,"40_I","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1739",2001,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1740",2002,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1741",2003,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1742",2004,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1743",2005,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1744",2006,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1745",2007,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1746",2008,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1747",2009,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1748",2010,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1749",2011,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1750",2012,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1751",2013,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1752",2014,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1753",2015,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1754",2016,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1755",2017,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1756",2018,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1757",2019,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1758",2020,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1759",2021,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1760",2022,"40_O","AQUE_1","Cellaria diffusa; Cellaria mandibulata",0
"1761",2001,"20_I","AQUE_1","Celleporina robertsoniae",0
"1762",2002,"20_I","AQUE_1","Celleporina robertsoniae",0
"1763",2003,"20_I","AQUE_1","Celleporina robertsoniae",0
"1764",2004,"20_I","AQUE_1","Celleporina robertsoniae",0
"1765",2005,"20_I","AQUE_1","Celleporina robertsoniae",0
"1766",2006,"20_I","AQUE_1","Celleporina robertsoniae",0
"1767",2007,"20_I","AQUE_1","Celleporina robertsoniae",0
"1768",2008,"20_I","AQUE_1","Celleporina robertsoniae",0
"1769",2009,"20_I","AQUE_1","Celleporina robertsoniae",0
"1770",2010,"20_I","AQUE_1","Celleporina robertsoniae",0
"1771",2011,"20_I","AQUE_1","Celleporina robertsoniae",0
"1772",2012,"20_I","AQUE_1","Celleporina robertsoniae",0
"1773",2013,"20_I","AQUE_1","Celleporina robertsoniae",0
"1774",2014,"20_I","AQUE_1","Celleporina robertsoniae",0
"1775",2015,"20_I","AQUE_1","Celleporina robertsoniae",0
"1776",2016,"20_I","AQUE_1","Celleporina robertsoniae",0
"1777",2017,"20_I","AQUE_1","Celleporina robertsoniae",0
"1778",2018,"20_I","AQUE_1","Celleporina robertsoniae",0
"1779",2019,"20_I","AQUE_1","Celleporina robertsoniae",0
"1780",2020,"20_I","AQUE_1","Celleporina robertsoniae",0
"1781",2021,"20_I","AQUE_1","Celleporina robertsoniae",0
"1782",2022,"20_I","AQUE_1","Celleporina robertsoniae",0
"1783",2001,"20_O","AQUE_1","Celleporina robertsoniae",0
"1784",2002,"20_O","AQUE_1","Celleporina robertsoniae",0
"1785",2003,"20_O","AQUE_1","Celleporina robertsoniae",0
"1786",2004,"20_O","AQUE_1","Celleporina robertsoniae",0
"1787",2005,"20_O","AQUE_1","Celleporina robertsoniae",0
"1788",2006,"20_O","AQUE_1","Celleporina robertsoniae",0
"1789",2007,"20_O","AQUE_1","Celleporina robertsoniae",0
"1790",2008,"20_O","AQUE_1","Celleporina robertsoniae",0
"1791",2009,"20_O","AQUE_1","Celleporina robertsoniae",0
"1792",2010,"20_O","AQUE_1","Celleporina robertsoniae",0
"1793",2011,"20_O","AQUE_1","Celleporina robertsoniae",0
"1794",2012,"20_O","AQUE_1","Celleporina robertsoniae",0
"1795",2013,"20_O","AQUE_1","Celleporina robertsoniae",0
"1796",2014,"20_O","AQUE_1","Celleporina robertsoniae",0
"1797",2015,"20_O","AQUE_1","Celleporina robertsoniae",0
"1798",2016,"20_O","AQUE_1","Celleporina robertsoniae",0
"1799",2017,"20_O","AQUE_1","Celleporina robertsoniae",0
"1800",2018,"20_O","AQUE_1","Celleporina robertsoniae",0
"1801",2019,"20_O","AQUE_1","Celleporina robertsoniae",0
"1802",2020,"20_O","AQUE_1","Celleporina robertsoniae",0
"1803",2021,"20_O","AQUE_1","Celleporina robertsoniae",0
"1804",2022,"20_O","AQUE_1","Celleporina robertsoniae",0
"1805",2001,"40_I","AQUE_1","Celleporina robertsoniae",0
"1806",2002,"40_I","AQUE_1","Celleporina robertsoniae",0
"1807",2003,"40_I","AQUE_1","Celleporina robertsoniae",0
"1808",2004,"40_I","AQUE_1","Celleporina robertsoniae",0
"1809",2005,"40_I","AQUE_1","Celleporina robertsoniae",0
"1810",2006,"40_I","AQUE_1","Celleporina robertsoniae",0
"1811",2007,"40_I","AQUE_1","Celleporina robertsoniae",0
"1812",2008,"40_I","AQUE_1","Celleporina robertsoniae",0
"1813",2009,"40_I","AQUE_1","Celleporina robertsoniae",0
"1814",2010,"40_I","AQUE_1","Celleporina robertsoniae",0
"1815",2011,"40_I","AQUE_1","Celleporina robertsoniae",0
"1816",2012,"40_I","AQUE_1","Celleporina robertsoniae",0
"1817",2013,"40_I","AQUE_1","Celleporina robertsoniae",0
"1818",2014,"40_I","AQUE_1","Celleporina robertsoniae",0
"1819",2015,"40_I","AQUE_1","Celleporina robertsoniae",0
"1820",2016,"40_I","AQUE_1","Celleporina robertsoniae",0
"1821",2017,"40_I","AQUE_1","Celleporina robertsoniae",0
"1822",2018,"40_I","AQUE_1","Celleporina robertsoniae",0
"1823",2019,"40_I","AQUE_1","Celleporina robertsoniae",0
"1824",2020,"40_I","AQUE_1","Celleporina robertsoniae",0
"1825",2021,"40_I","AQUE_1","Celleporina robertsoniae",0
"1826",2022,"40_I","AQUE_1","Celleporina robertsoniae",0
"1827",2001,"40_O","AQUE_1","Celleporina robertsoniae",0
"1828",2002,"40_O","AQUE_1","Celleporina robertsoniae",0
"1829",2003,"40_O","AQUE_1","Celleporina robertsoniae",0
"1830",2004,"40_O","AQUE_1","Celleporina robertsoniae",0
"1831",2005,"40_O","AQUE_1","Celleporina robertsoniae",0
"1832",2006,"40_O","AQUE_1","Celleporina robertsoniae",0
"1833",2007,"40_O","AQUE_1","Celleporina robertsoniae",0
"1834",2008,"40_O","AQUE_1","Celleporina robertsoniae",0
"1835",2009,"40_O","AQUE_1","Celleporina robertsoniae",0
"1836",2010,"40_O","AQUE_1","Celleporina robertsoniae",0
"1837",2011,"40_O","AQUE_1","Celleporina robertsoniae",0
"1838",2012,"40_O","AQUE_1","Celleporina robertsoniae",0
"1839",2013,"40_O","AQUE_1","Celleporina robertsoniae",0
"1840",2014,"40_O","AQUE_1","Celleporina robertsoniae",0
"1841",2015,"40_O","AQUE_1","Celleporina robertsoniae",0
"1842",2016,"40_O","AQUE_1","Celleporina robertsoniae",0
"1843",2017,"40_O","AQUE_1","Celleporina robertsoniae",0
"1844",2018,"40_O","AQUE_1","Celleporina robertsoniae",0
"1845",2019,"40_O","AQUE_1","Celleporina robertsoniae",0
"1846",2020,"40_O","AQUE_1","Celleporina robertsoniae",0
"1847",2021,"40_O","AQUE_1","Celleporina robertsoniae",0
"1848",2022,"40_O","AQUE_1","Celleporina robertsoniae",0
"1849",2001,"20_I","AQUE_1","Chaceia ovoidea",0
"1850",2002,"20_I","AQUE_1","Chaceia ovoidea",0
"1851",2003,"20_I","AQUE_1","Chaceia ovoidea",0
"1852",2004,"20_I","AQUE_1","Chaceia ovoidea",0
"1853",2005,"20_I","AQUE_1","Chaceia ovoidea",0
"1854",2006,"20_I","AQUE_1","Chaceia ovoidea",0
"1855",2007,"20_I","AQUE_1","Chaceia ovoidea",0
"1856",2008,"20_I","AQUE_1","Chaceia ovoidea",0
"1857",2009,"20_I","AQUE_1","Chaceia ovoidea",0
"1858",2010,"20_I","AQUE_1","Chaceia ovoidea",0
"1859",2011,"20_I","AQUE_1","Chaceia ovoidea",0
"1860",2012,"20_I","AQUE_1","Chaceia ovoidea",0
"1861",2013,"20_I","AQUE_1","Chaceia ovoidea",0
"1862",2014,"20_I","AQUE_1","Chaceia ovoidea",0
"1863",2015,"20_I","AQUE_1","Chaceia ovoidea",0
"1864",2016,"20_I","AQUE_1","Chaceia ovoidea",0
"1865",2017,"20_I","AQUE_1","Chaceia ovoidea",0
"1866",2018,"20_I","AQUE_1","Chaceia ovoidea",0
"1867",2019,"20_I","AQUE_1","Chaceia ovoidea",0
"1868",2020,"20_I","AQUE_1","Chaceia ovoidea",1
"1869",2021,"20_I","AQUE_1","Chaceia ovoidea",0
"1870",2022,"20_I","AQUE_1","Chaceia ovoidea",0
"1871",2001,"20_O","AQUE_1","Chaceia ovoidea",0
"1872",2002,"20_O","AQUE_1","Chaceia ovoidea",0
"1873",2003,"20_O","AQUE_1","Chaceia ovoidea",0
"1874",2004,"20_O","AQUE_1","Chaceia ovoidea",0
"1875",2005,"20_O","AQUE_1","Chaceia ovoidea",0
"1876",2006,"20_O","AQUE_1","Chaceia ovoidea",0
"1877",2007,"20_O","AQUE_1","Chaceia ovoidea",0
"1878",2008,"20_O","AQUE_1","Chaceia ovoidea",0
"1879",2009,"20_O","AQUE_1","Chaceia ovoidea",0
"1880",2010,"20_O","AQUE_1","Chaceia ovoidea",0
"1881",2011,"20_O","AQUE_1","Chaceia ovoidea",0
"1882",2012,"20_O","AQUE_1","Chaceia ovoidea",0
"1883",2013,"20_O","AQUE_1","Chaceia ovoidea",0
"1884",2014,"20_O","AQUE_1","Chaceia ovoidea",0
"1885",2015,"20_O","AQUE_1","Chaceia ovoidea",0
"1886",2016,"20_O","AQUE_1","Chaceia ovoidea",0
"1887",2017,"20_O","AQUE_1","Chaceia ovoidea",0
"1888",2018,"20_O","AQUE_1","Chaceia ovoidea",0
"1889",2019,"20_O","AQUE_1","Chaceia ovoidea",0
"1890",2020,"20_O","AQUE_1","Chaceia ovoidea",0
"1891",2021,"20_O","AQUE_1","Chaceia ovoidea",0
"1892",2022,"20_O","AQUE_1","Chaceia ovoidea",0
"1893",2001,"40_I","AQUE_1","Chaceia ovoidea",0
"1894",2002,"40_I","AQUE_1","Chaceia ovoidea",0
"1895",2003,"40_I","AQUE_1","Chaceia ovoidea",0
"1896",2004,"40_I","AQUE_1","Chaceia ovoidea",0
"1897",2005,"40_I","AQUE_1","Chaceia ovoidea",0
"1898",2006,"40_I","AQUE_1","Chaceia ovoidea",0
"1899",2007,"40_I","AQUE_1","Chaceia ovoidea",0
"1900",2008,"40_I","AQUE_1","Chaceia ovoidea",0
"1901",2009,"40_I","AQUE_1","Chaceia ovoidea",0
"1902",2010,"40_I","AQUE_1","Chaceia ovoidea",0
"1903",2011,"40_I","AQUE_1","Chaceia ovoidea",0
"1904",2012,"40_I","AQUE_1","Chaceia ovoidea",0
"1905",2013,"40_I","AQUE_1","Chaceia ovoidea",0
"1906",2014,"40_I","AQUE_1","Chaceia ovoidea",0
"1907",2015,"40_I","AQUE_1","Chaceia ovoidea",0
"1908",2016,"40_I","AQUE_1","Chaceia ovoidea",0
"1909",2017,"40_I","AQUE_1","Chaceia ovoidea",0
"1910",2018,"40_I","AQUE_1","Chaceia ovoidea",0
"1911",2019,"40_I","AQUE_1","Chaceia ovoidea",0
"1912",2020,"40_I","AQUE_1","Chaceia ovoidea",0
"1913",2021,"40_I","AQUE_1","Chaceia ovoidea",0
"1914",2022,"40_I","AQUE_1","Chaceia ovoidea",1
"1915",2001,"40_O","AQUE_1","Chaceia ovoidea",0
"1916",2002,"40_O","AQUE_1","Chaceia ovoidea",0
"1917",2003,"40_O","AQUE_1","Chaceia ovoidea",0
"1918",2004,"40_O","AQUE_1","Chaceia ovoidea",1
"1919",2005,"40_O","AQUE_1","Chaceia ovoidea",1
"1920",2006,"40_O","AQUE_1","Chaceia ovoidea",0
"1921",2007,"40_O","AQUE_1","Chaceia ovoidea",0
"1922",2008,"40_O","AQUE_1","Chaceia ovoidea",0
"1923",2009,"40_O","AQUE_1","Chaceia ovoidea",0
"1924",2010,"40_O","AQUE_1","Chaceia ovoidea",0
"1925",2011,"40_O","AQUE_1","Chaceia ovoidea",1
"1926",2012,"40_O","AQUE_1","Chaceia ovoidea",0
"1927",2013,"40_O","AQUE_1","Chaceia ovoidea",0
"1928",2014,"40_O","AQUE_1","Chaceia ovoidea",0
"1929",2015,"40_O","AQUE_1","Chaceia ovoidea",0
"1930",2016,"40_O","AQUE_1","Chaceia ovoidea",0
"1931",2017,"40_O","AQUE_1","Chaceia ovoidea",0
"1932",2018,"40_O","AQUE_1","Chaceia ovoidea",0
"1933",2019,"40_O","AQUE_1","Chaceia ovoidea",0
"1934",2020,"40_O","AQUE_1","Chaceia ovoidea",0
"1935",2021,"40_O","AQUE_1","Chaceia ovoidea",0
"1936",2022,"40_O","AQUE_1","Chaceia ovoidea",0
"1937",2001,"20_I","AQUE_1","Chelyosoma productum",0
"1938",2002,"20_I","AQUE_1","Chelyosoma productum",0
"1939",2003,"20_I","AQUE_1","Chelyosoma productum",0
"1940",2004,"20_I","AQUE_1","Chelyosoma productum",0
"1941",2005,"20_I","AQUE_1","Chelyosoma productum",0
"1942",2006,"20_I","AQUE_1","Chelyosoma productum",0
"1943",2007,"20_I","AQUE_1","Chelyosoma productum",0
"1944",2008,"20_I","AQUE_1","Chelyosoma productum",0
"1945",2009,"20_I","AQUE_1","Chelyosoma productum",0
"1946",2010,"20_I","AQUE_1","Chelyosoma productum",0
"1947",2011,"20_I","AQUE_1","Chelyosoma productum",0
"1948",2012,"20_I","AQUE_1","Chelyosoma productum",0
"1949",2013,"20_I","AQUE_1","Chelyosoma productum",0
"1950",2014,"20_I","AQUE_1","Chelyosoma productum",0
"1951",2015,"20_I","AQUE_1","Chelyosoma productum",0
"1952",2016,"20_I","AQUE_1","Chelyosoma productum",0
"1953",2017,"20_I","AQUE_1","Chelyosoma productum",0
"1954",2018,"20_I","AQUE_1","Chelyosoma productum",0
"1955",2019,"20_I","AQUE_1","Chelyosoma productum",0
"1956",2020,"20_I","AQUE_1","Chelyosoma productum",0
"1957",2021,"20_I","AQUE_1","Chelyosoma productum",0
"1958",2022,"20_I","AQUE_1","Chelyosoma productum",0
"1959",2001,"20_O","AQUE_1","Chelyosoma productum",0
"1960",2002,"20_O","AQUE_1","Chelyosoma productum",0
"1961",2003,"20_O","AQUE_1","Chelyosoma productum",0
"1962",2004,"20_O","AQUE_1","Chelyosoma productum",0
"1963",2005,"20_O","AQUE_1","Chelyosoma productum",0
"1964",2006,"20_O","AQUE_1","Chelyosoma productum",0
"1965",2007,"20_O","AQUE_1","Chelyosoma productum",0
"1966",2008,"20_O","AQUE_1","Chelyosoma productum",0
"1967",2009,"20_O","AQUE_1","Chelyosoma productum",0
"1968",2010,"20_O","AQUE_1","Chelyosoma productum",0
"1969",2011,"20_O","AQUE_1","Chelyosoma productum",0
"1970",2012,"20_O","AQUE_1","Chelyosoma productum",0
"1971",2013,"20_O","AQUE_1","Chelyosoma productum",0
"1972",2014,"20_O","AQUE_1","Chelyosoma productum",0
"1973",2015,"20_O","AQUE_1","Chelyosoma productum",0
"1974",2016,"20_O","AQUE_1","Chelyosoma productum",0
"1975",2017,"20_O","AQUE_1","Chelyosoma productum",0
"1976",2018,"20_O","AQUE_1","Chelyosoma productum",0
"1977",2019,"20_O","AQUE_1","Chelyosoma productum",0
"1978",2020,"20_O","AQUE_1","Chelyosoma productum",0
"1979",2021,"20_O","AQUE_1","Chelyosoma productum",0
"1980",2022,"20_O","AQUE_1","Chelyosoma productum",0
"1981",2001,"40_I","AQUE_1","Chelyosoma productum",0
"1982",2002,"40_I","AQUE_1","Chelyosoma productum",0
"1983",2003,"40_I","AQUE_1","Chelyosoma productum",0
"1984",2004,"40_I","AQUE_1","Chelyosoma productum",0
"1985",2005,"40_I","AQUE_1","Chelyosoma productum",0
"1986",2006,"40_I","AQUE_1","Chelyosoma productum",0
"1987",2007,"40_I","AQUE_1","Chelyosoma productum",0
"1988",2008,"40_I","AQUE_1","Chelyosoma productum",0
"1989",2009,"40_I","AQUE_1","Chelyosoma productum",0
"1990",2010,"40_I","AQUE_1","Chelyosoma productum",0
"1991",2011,"40_I","AQUE_1","Chelyosoma productum",0
"1992",2012,"40_I","AQUE_1","Chelyosoma productum",0
"1993",2013,"40_I","AQUE_1","Chelyosoma productum",0
"1994",2014,"40_I","AQUE_1","Chelyosoma productum",0
"1995",2015,"40_I","AQUE_1","Chelyosoma productum",0
"1996",2016,"40_I","AQUE_1","Chelyosoma productum",0
"1997",2017,"40_I","AQUE_1","Chelyosoma productum",0
"1998",2018,"40_I","AQUE_1","Chelyosoma productum",0
"1999",2019,"40_I","AQUE_1","Chelyosoma productum",0
"2000",2020,"40_I","AQUE_1","Chelyosoma productum",0
"2001",2021,"40_I","AQUE_1","Chelyosoma productum",0
"2002",2022,"40_I","AQUE_1","Chelyosoma productum",0
"2003",2001,"40_O","AQUE_1","Chelyosoma productum",0
"2004",2002,"40_O","AQUE_1","Chelyosoma productum",0
"2005",2003,"40_O","AQUE_1","Chelyosoma productum",0
"2006",2004,"40_O","AQUE_1","Chelyosoma productum",0
"2007",2005,"40_O","AQUE_1","Chelyosoma productum",0
"2008",2006,"40_O","AQUE_1","Chelyosoma productum",0
"2009",2007,"40_O","AQUE_1","Chelyosoma productum",0
"2010",2008,"40_O","AQUE_1","Chelyosoma productum",0
"2011",2009,"40_O","AQUE_1","Chelyosoma productum",0
"2012",2010,"40_O","AQUE_1","Chelyosoma productum",0
"2013",2011,"40_O","AQUE_1","Chelyosoma productum",0
"2014",2012,"40_O","AQUE_1","Chelyosoma productum",0
"2015",2013,"40_O","AQUE_1","Chelyosoma productum",0
"2016",2014,"40_O","AQUE_1","Chelyosoma productum",0
"2017",2015,"40_O","AQUE_1","Chelyosoma productum",0
"2018",2016,"40_O","AQUE_1","Chelyosoma productum",0
"2019",2017,"40_O","AQUE_1","Chelyosoma productum",0
"2020",2018,"40_O","AQUE_1","Chelyosoma productum",0
"2021",2019,"40_O","AQUE_1","Chelyosoma productum",0
"2022",2020,"40_O","AQUE_1","Chelyosoma productum",0
"2023",2021,"40_O","AQUE_1","Chelyosoma productum",0
"2024",2022,"40_O","AQUE_1","Chelyosoma productum",0
"2025",2001,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2026",2002,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2027",2003,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2028",2004,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2029",2005,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2030",2006,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",1
"2031",2007,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2032",2008,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2033",2009,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",1
"2034",2010,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2035",2011,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2036",2012,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2037",2013,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2038",2014,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2039",2015,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2040",2016,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2041",2017,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2042",2018,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2043",2019,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2044",2020,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2045",2021,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2046",2022,"20_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2047",2001,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2048",2002,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2049",2003,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2050",2004,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2051",2005,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2052",2006,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",1
"2053",2007,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2054",2008,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",1
"2055",2009,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",1
"2056",2010,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2057",2011,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2058",2012,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2059",2013,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2060",2014,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2061",2015,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2062",2016,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2063",2017,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2064",2018,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2065",2019,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2066",2020,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2067",2021,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2068",2022,"20_O","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2069",2001,"40_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2070",2002,"40_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2071",2003,"40_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2072",2004,"40_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2073",2005,"40_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
"2074",2006,"40_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",1
"2075",2007,"40_I","AQUE_1","Chondracanthus corymbiferus; Chondracanthus exasperatus",0
