"","X","siteID","yearID","tot_turnover","gain","loss","jaccard","SITE_TRANS","YEAR","SITE","TRANSECT","DRY_GM2","DRY_GM2_l1","DRY_GM2_l2","DRY_GM2_l3","DRY_GM2_l4","DRY_GM2_l5","TEMP_C","TEMP_C_l1","TEMP_C_l2","TEMP_C_l3","TEMP_C_l4","TEMP_C_l5","chla","chla_l1","chla_l2","chla_l3","chla_l4","chla_l5"
"181",181,9,9,0.3125,0.1875,0.117647058823529,0.6875,"BULL_1",2008,"BULL",1,252.066333333333,552.47,492.821666666667,441.048,37.835,697.438333333333,15.194031075419,12.0299773314023,14.7377234789616,12.7189993052741,15.735450987164,12.8980619750941,1.94470649957657,5.66815908749897,2.18397438526154,3.83327805995941,2.40079446633657,8.51780033111571
"182",182,10,9,0.333333333333333,0.25,0.0666666666666667,0.666666666666667,"BULL_3",2008,"BULL",3,320.749333333333,274.767333333333,169.717,151.34,2.162,270.443333333333,15.194031075419,12.0299773314023,14.7377234789616,12.7189993052741,15.735450987164,12.8980619750941,1.94470649957657,5.66815908749897,2.18397438526154,3.83327805995941,2.40079446633657,8.51780033111571
"183",183,11,9,0.266666666666667,0.1875,0.0666666666666667,0.733333333333333,"BULL_6",2008,"BULL",6,187.399666666667,593.469,135.705,487.917666666667,31.7793333333333,790.211,15.194031075419,12.0299773314023,14.7377234789616,12.7189993052741,15.735450987164,12.8980619750941,1.94470649957657,5.66815908749897,2.18397438526154,3.83327805995941,2.40079446633657,8.51780033111571
"184",184,12,9,0.238095238095238,0.15,0.0952380952380952,0.761904761904762,"GOLB_1",2008,"GOLB",1,183.849,820.479,146.594,53.1623333333333,140.53,794.499666666667,16.2967522327859,12.7470340837124,15.9661448799862,13.2648810281943,16.6517222126288,13.5242174920359,3.67538958787918,10.5005594889323,3.40426500638326,6.29936210314432,6.83358307679494,12.0497373739878
"185",185,13,9,0.263157894736842,0.2,0.0555555555555556,0.736842105263158,"GOLB_2",2008,"GOLB",2,338.317666666667,1039.922,246.784,208.712,103.740666666667,1173.08666666667,16.2967522327859,12.7470340837124,15.9661448799862,13.2648810281943,16.6517222126288,13.5242174920359,3.67538958787918,10.5005594889323,3.40426500638326,6.29936210314432,6.83358307679494,12.0497373739878
"186",186,14,9,0.25,0.1875,0.0555555555555556,0.75,"IVEE_1",2008,"IVEE",1,328.896333333333,629.528666666667,303.532333333333,29.187,73.587,96.209,15.6093311075294,12.5821854857274,14.8898471766534,12.8516939732531,15.5708730926896,13.3428451972556,3.47826568285624,10.0960535208384,3.1250853339831,7.70155706008275,5.49688190221787,11.8224359353383
"187",187,15,9,0.25,0.166666666666667,0.0666666666666667,0.75,"IVEE_2",2008,"IVEE",2,483.945,745.89,442.981333333333,953.442,339.556666666667,245.711333333333,15.6093311075294,12.5821854857274,14.8898471766534,12.8516939732531,15.5708730926896,13.3428451972556,3.47826568285624,10.0960535208384,3.1250853339831,7.70155706008275,5.49688190221787,11.8224359353383
"188",188,21,9,0.333333333333333,0.185185185185185,0.148148148148148,0.666666666666667,"MOHK_1",2008,"MOHK",1,905.464333333333,562.12,555.931333333333,60.64,1101.22933333333,888.563333333333,16.4816375985725,13.0325252085786,15.5076757036781,13.1302735483124,16.4147821331952,13.5842493483927,2.53162066141764,6.63643487294515,5.80227086941402,4.55949854850769,6.66521644592284,7.61958734194438
"189",189,22,9,0.263157894736842,0.181818181818182,0.0869565217391304,0.736842105263158,"MOHK_2",2008,"MOHK",2,644.020333333333,1342.602,448.773,409.356,423.417333333333,1721.83766666667,16.4816375985725,13.0325252085786,15.5076757036781,13.1302735483124,16.4147821331952,13.5842493483927,2.53162066141764,6.63643487294515,5.80227086941402,4.55949854850769,6.66521644592284,7.61958734194438
"190",190,23,9,0.227272727272727,0.117647058823529,0.105263157894737,0.772727272727273,"NAPL_1",2008,"NAPL",1,346.886666666667,844.841,488.075666666667,1050.204,745.010666666667,773.380666666667,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,16.1193168316832,13.1281068239066,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576,5.01981588204701,12.7512996991476
"191",191,24,9,0.176470588235294,0.111111111111111,0.0555555555555556,0.823529411764706,"NAPL_2",2008,"NAPL",2,320.942666666667,639.644333333333,940.048,663.688333333333,800.686333333333,1136.98333333333,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,16.1193168316832,13.1281068239066,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576,5.01981588204701,12.7512996991476
"192",192,25,9,0.2,0.142857142857143,0.0526315789473684,0.8,"NAPL_3",2008,"NAPL",3,0,18.0693333333333,72.427,225.893666666667,488.005,394.257333333333,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,16.1193168316832,13.1281068239066,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576,5.01981588204701,12.7512996991476
"193",193,26,9,0.25,0.153846153846154,0.0833333333333333,0.75,"NAPL_4",2008,"NAPL",4,2.93533333333333,0.58,0,299.437,176.246666666667,434.14,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,16.1193168316832,13.1281068239066,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576,5.01981588204701,12.7512996991476
"194",194,27,9,0.291666666666667,0.173913043478261,0.111111111111111,0.708333333333333,"NAPL_5",2008,"NAPL",5,35.752,297.275,28.0706666666667,451.049333333333,144.511,1027.53,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,16.1193168316832,13.1281068239066,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576,5.01981588204701,12.7512996991476
"195",195,28,9,0.333333333333333,0.25,0.0769230769230769,0.666666666666667,"NAPL_6",2008,"NAPL",6,87.139,156.244,24.1333333333333,334.266,275.039666666667,293.302333333333,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,16.1193168316832,13.1281068239066,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576,5.01981588204701,12.7512996991476
"196",196,29,9,0.31578947368421,0.227272727272727,0.0588235294117647,0.68421052631579,"NAPL_7",2008,"NAPL",7,159.988,320.362666666667,175.315333333333,734.658,808.904,595.595666666667,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,16.1193168316832,13.1281068239066,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576,5.01981588204701,12.7512996991476
"197",197,30,9,0.318181818181818,0.192307692307692,0.125,0.681818181818182,"NAPL_8",2008,"NAPL",8,83.6236666666667,144.353,14.633,373.489666666667,322.296,292.142333333333,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,16.1193168316832,13.1281068239066,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576,5.01981588204701,12.7512996991476
"198",198,31,9,0.238095238095238,0.19047619047619,0.0434782608695652,0.761904761904762,"SCDI_2",2008,"SCDI",2,72.427,1.16,0.193333333333333,0,6.486,NA,17.0336604810997,12.6411585215352,15.463742589075,13.1047192312145,16.8345297029703,13.2849845431646,1.25703107317289,5.41067167123158,2.63307764132818,3.25426323215167,5.6323993007342,7.5125953356425
"199",199,32,9,0.2,0.105263157894737,0.0909090909090909,0.8,"SCDI_3",2008,"SCDI",3,9.92233333333333,0.386666666666667,0,0.193333333333333,NA,NA,17.0336604810997,12.6411585215352,15.463742589075,13.1047192312145,16.8345297029703,13.2849845431646,1.25703107317289,5.41067167123158,2.63307764132818,3.25426323215167,5.6323993007342,7.5125953356425
"200",200,33,9,0.19047619047619,0.130434782608696,0.05,0.80952380952381,"SCTW_2",2008,"SCTW",2,185.51,0.966666666666667,0,0,0,NA,16.1293469582574,12.6129946198356,15.854002914422,13.256242318657,17.2752688079203,13.491887054735,1.13235480586688,4.42576158046723,1.8130228916804,2.63022108872731,3.85036239027977,5.34244475762049
"201",201,34,9,0.142857142857143,0.0952380952380952,0.0454545454545455,0.857142857142857,"SCTW_3",2008,"SCTW",3,353.566,15.714,36.754,2.162,0,NA,16.1293469582574,12.6129946198356,15.854002914422,13.256242318657,17.2752688079203,13.491887054735,1.13235480586688,4.42576158046723,1.8130228916804,2.63022108872731,3.85036239027977,5.34244475762049
"202",202,1,10,0.409090909090909,0.19047619047619,0.238095238095238,0.590909090909091,"ABUR_1",2009,"ABUR",1,41.078,536.176,107.484666666667,14.053,312.188666666667,76.7946666666667,15.4916747059405,12.957292991239,15.7527719894082,12.6271234431382,14.9967020664249,12.9346527174857,2.04810645182927,9.03568573792775,2.53162066141764,6.63643487294515,5.80227086941402,4.55949854850769
"203",203,2,10,0.272727272727273,0.133333333333333,0.133333333333333,0.727272727272727,"ABUR_2",2009,"ABUR",2,0,52.969,1.74,2.742,41.3503333333333,0,15.4916747059405,12.957292991239,15.7527719894082,12.6271234431382,14.9967020664249,12.9346527174857,2.04810645182927,9.03568573792775,2.53162066141764,6.63643487294515,5.80227086941402,4.55949854850769
"204",204,3,10,0.421052631578947,0.263157894736842,0.157894736842105,0.578947368421053,"AQUE_1",2009,"AQUE",1,352.871666666667,606.291333333333,883.177,658.223,525.366,527.844,16.1534602256375,13.2785584631241,16.2303232026708,12.6248201187565,15.4516350083463,12.9821189139119,2.45315541823705,11.5584511756897,2.64264496167501,8.19948903719584,3.03829262653987,5.98952261606852
"205",205,4,10,0.222222222222222,0.130434782608696,0.0952380952380952,0.777777777777778,"AQUE_2",2009,"AQUE",2,397.808,466.262333333333,426.995,1065.40866666667,340.515,560.230333333333,16.1534602256375,13.2785584631241,16.2303232026708,12.6248201187565,15.4516350083463,12.9821189139119,2.45315541823705,11.5584511756897,2.64264496167501,8.19948903719584,3.03829262653987,5.98952261606852
"206",206,5,10,0.217391304347826,0.130434782608696,0.0869565217391304,0.782608695652174,"AQUE_3",2009,"AQUE",3,243.225,193.191333333333,913.445,402.518666666667,83.237,659.41,16.1534602256375,13.2785584631241,16.2303232026708,12.6248201187565,15.4516350083463,12.9821189139119,2.45315541823705,11.5584511756897,2.64264496167501,8.19948903719584,3.03829262653987,5.98952261606852
"207",207,6,10,0.24,0.130434782608696,0.107142857142857,0.76,"AQUE_4",2009,"AQUE",4,276.235,312.488,337.272,412.942,247.241333333333,141.611,16.1534602256375,13.2785584631241,16.2303232026708,12.6248201187565,15.4516350083463,12.9821189139119,2.45315541823705,11.5584511756897,2.64264496167501,8.19948903719584,3.03829262653987,5.98952261606852
"208",208,7,10,0.3,0.227272727272727,0.0526315789473684,0.7,"AQUE_5",2009,"AQUE",5,325.381,243.611666666667,229.172,166.474,399.97,550.229,16.1534602256375,13.2785584631241,16.2303232026708,12.6248201187565,15.4516350083463,12.9821189139119,2.45315541823705,11.5584511756897,2.64264496167501,8.19948903719584,3.03829262653987,5.98952261606852
"209",209,8,10,0.272727272727273,0.217391304347826,0.0454545454545455,0.727272727272727,"AQUE_6",2009,"AQUE",6,355.649,411.861,44.321,139.449,208.633,582.659,16.1534602256375,13.2785584631241,16.2303232026708,12.6248201187565,15.4516350083463,12.9821189139119,2.45315541823705,11.5584511756897,2.64264496167501,8.19948903719584,3.03829262653987,5.98952261606852
"210",210,9,10,0.277777777777778,0.125,0.15,0.722222222222222,"BULL_1",2009,"BULL",1,684.466333333333,252.066333333333,552.47,492.821666666667,441.048,37.835,15.486360992867,12.138715819568,15.194031075419,12.0299773314023,14.7377234789616,12.7189993052741,2.78361749649048,9.62746981779734,1.94470649957657,5.66815908749897,2.18397438526154,3.83327805995941
"211",211,10,10,0.294117647058824,0.136363636363636,0.15,0.705882352941177,"BULL_3",2009,"BULL",3,396.226,320.749333333333,274.767333333333,169.717,151.34,2.162,15.486360992867,12.138715819568,15.194031075419,12.0299773314023,14.7377234789616,12.7189993052741,2.78361749649048,9.62746981779734,1.94470649957657,5.66815908749897,2.18397438526154,3.83327805995941
"212",212,11,10,0.294117647058824,0.157894736842105,0.133333333333333,0.705882352941177,"BULL_6",2009,"BULL",6,428.849333333333,187.399666666667,593.469,135.705,487.917666666667,31.7793333333333,15.486360992867,12.138715819568,15.194031075419,12.0299773314023,14.7377234789616,12.7189993052741,2.78361749649048,9.62746981779734,1.94470649957657,5.66815908749897,2.18397438526154,3.83327805995941
"213",213,12,10,0.318181818181818,0.157894736842105,0.15,0.681818181818182,"GOLB_1",2009,"GOLB",1,889.663,183.849,820.479,146.594,53.1623333333333,140.53,16.4506675305229,13.4045170962651,16.2967522327859,12.7470340837124,15.9661448799862,13.2648810281943,4.20784904559453,9.26279415686925,3.67538958787918,10.5005594889323,3.40426500638326,6.29936210314432
"214",214,13,10,0.2,0.117647058823529,0.0588235294117647,0.8,"GOLB_2",2009,"GOLB",2,474.945666666667,338.317666666667,1039.922,246.784,208.712,103.740666666667,16.4506675305229,13.4045170962651,16.2967522327859,12.7470340837124,15.9661448799862,13.2648810281943,4.20784904559453,9.26279415686925,3.67538958787918,10.5005594889323,3.40426500638326,6.29936210314432
"215",215,14,10,0.235294117647059,0.105263157894737,0.125,0.764705882352941,"IVEE_1",2009,"IVEE",1,479.076333333333,328.896333333333,629.528666666667,303.532333333333,29.187,73.587,15.5110268124281,13.0019547244095,15.6093311075294,12.5821854857274,14.8898471766534,12.8516939732531,4.09490402539571,8.89033285776773,3.47826568285624,10.0960535208384,3.1250853339831,7.70155706008275
"216",216,15,10,0.263157894736842,0.142857142857143,0.117647058823529,0.736842105263158,"IVEE_2",2009,"IVEE",2,532.933,483.945,745.89,442.981333333333,953.442,339.556666666667,15.5110268124281,13.0019547244095,15.6093311075294,12.5821854857274,14.8898471766534,12.8516939732531,4.09490402539571,8.89033285776773,3.47826568285624,10.0960535208384,3.1250853339831,7.70155706008275
"217",217,21,10,0.423076923076923,0.115384615384615,0.307692307692308,0.576923076923077,"MOHK_1",2009,"MOHK",1,504.827,905.464333333333,562.12,555.931333333333,60.64,1101.22933333333,16.191429772047,13.1165466674301,16.4816375985725,13.0325252085786,15.5076757036781,13.1302735483124,2.04810645182927,9.03568573792775,2.53162066141764,6.63643487294515,5.80227086941402,4.55949854850769
"218",218,22,10,0.25,0.1,0.142857142857143,0.75,"MOHK_2",2009,"MOHK",2,1096.134,644.020333333333,1342.602,448.773,409.356,423.417333333333,16.191429772047,13.1165466674301,16.4816375985725,13.0325252085786,15.5076757036781,13.1302735483124,2.04810645182927,9.03568573792775,2.53162066141764,6.63643487294515,5.80227086941402,4.55949854850769
"219",219,23,10,0.222222222222222,0.1,0.111111111111111,0.777777777777778,"NAPL_1",2009,"NAPL",1,240.14,346.886666666667,844.841,488.075666666667,1050.204,745.010666666667,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576
"220",220,24,10,0.238095238095238,0.136363636363636,0.1,0.761904761904762,"NAPL_2",2009,"NAPL",2,21.0046666666667,320.942666666667,639.644333333333,940.048,663.688333333333,800.686333333333,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576
"221",221,25,10,0.222222222222222,0.125,0.0769230769230769,0.777777777777778,"NAPL_3",2009,"NAPL",3,9.729,0,18.0693333333333,72.427,225.893666666667,488.005,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576
"222",222,26,10,0.266666666666667,0.142857142857143,0.1,0.733333333333333,"NAPL_4",2009,"NAPL",4,39.3026666666667,2.93533333333333,0.58,0,299.437,176.246666666667,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576
"223",223,27,10,0.210526315789474,0.130434782608696,0.0909090909090909,0.789473684210526,"NAPL_5",2009,"NAPL",5,25.0563333333333,35.752,297.275,28.0706666666667,451.049333333333,144.511,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576
"224",224,28,10,0.307692307692308,0.148148148148148,0.153846153846154,0.692307692307692,"NAPL_6",2009,"NAPL",6,26.1373333333333,87.139,156.244,24.1333333333333,334.266,275.039666666667,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576
"225",225,29,10,0.25,0.111111111111111,0.130434782608696,0.75,"NAPL_7",2009,"NAPL",7,61.3883333333333,159.988,320.362666666667,175.315333333333,734.658,808.904,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576
"226",226,30,10,0.272727272727273,0.0909090909090909,0.173913043478261,0.727272727272727,"NAPL_8",2009,"NAPL",8,24.863,83.6236666666667,144.353,14.633,373.489666666667,322.296,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,15.5316660910608,12.9838253343368,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823,2.8441585501035,7.52050908406576
"227",227,31,10,0.25,0.214285714285714,0.0357142857142857,0.75,"SCDI_2",2009,"SCDI",2,44.0133333333333,72.427,1.16,0.193333333333333,0,6.486,16.6581220109315,13.0810091477536,17.0336604810997,12.6411585215352,15.463742589075,13.1047192312145,1.34780115882555,3.81109352906545,1.25703107317289,5.41067167123158,2.63307764132818,3.25426323215167
"228",228,32,10,0.208333333333333,0.136363636363636,0.0476190476190476,0.791666666666667,"SCDI_3",2009,"SCDI",3,20.7323333333333,9.92233333333333,0.386666666666667,0,0.193333333333333,NA,16.6581220109315,13.0810091477536,17.0336604810997,12.6411585215352,15.463742589075,13.1047192312145,1.34780115882555,3.81109352906545,1.25703107317289,5.41067167123158,2.63307764132818,3.25426323215167
"229",229,33,10,0.25,0.130434782608696,0.12,0.75,"SCTW_2",2009,"SCTW",2,872.525,185.51,0.966666666666667,0,0,0,NA,NA,NA,NA,NA,NA,1.10485343635082,3.10114345947901,1.13235480586688,4.42576158046723,1.8130228916804,2.63022108872731
"230",230,34,10,0.125,0.0833333333333333,0.0416666666666667,0.875,"SCTW_3",2009,"SCTW",3,495.098,353.566,15.714,36.754,2.162,0,NA,NA,NA,NA,NA,NA,1.10485343635082,3.10114345947901,1.13235480586688,4.42576158046723,1.8130228916804,2.63022108872731
"231",231,1,11,0.454545454545455,0.272727272727273,0.227272727272727,0.545454545454545,"ABUR_1",2010,"ABUR",1,36.754,41.078,536.176,107.484666666667,14.053,312.188666666667,14.3977172173613,13.0634778354759,15.4916747059405,12.957292991239,15.7527719894082,12.6271234431382,6.95205587148667,6.08651250600815,2.04810645182927,9.03568573792775,2.53162066141764,6.63643487294515
"232",232,2,11,0.384615384615385,0.25,0.125,0.615384615384615,"ABUR_2",2010,"ABUR",2,0,0,52.969,1.74,2.742,41.3503333333333,14.3977172173613,13.0634778354759,15.4916747059405,12.957292991239,15.7527719894082,12.6271234431382,6.95205587148667,6.08651250600815,2.04810645182927,9.03568573792775,2.53162066141764,6.63643487294515
"233",233,3,11,0.631578947368421,0.157894736842105,0.473684210526316,0.368421052631579,"AQUE_1",2010,"AQUE",1,0.58,352.871666666667,606.291333333333,883.177,658.223,525.366,14.7717191745337,13.115035586772,16.1534602256375,13.2785584631241,16.2303232026708,12.6248201187565,4.01690425475438,10.6605906089147,2.45315541823705,11.5584511756897,2.64264496167501,8.19948903719584
"234",234,4,11,0.318181818181818,0.181818181818182,0.130434782608696,0.681818181818182,"AQUE_2",2010,"AQUE",2,8.964,397.808,466.262333333333,426.995,1065.40866666667,340.515,14.7717191745337,13.115035586772,16.1534602256375,13.2785584631241,16.2303232026708,12.6248201187565,4.01690425475438,10.6605906089147,2.45315541823705,11.5584511756897,2.64264496167501,8.19948903719584
"235",235,5,11,0.28,0.178571428571429,0.0909090909090909,0.72,"AQUE_3",2010,"AQUE",3,46.562,243.225,193.191333333333,913.445,402.518666666667,83.237,14.7717191745337,13.115035586772,16.1534602256375,13.2785584631241,16.2303232026708,12.6248201187565,4.01690425475438,10.6605906089147,2.45315541823705,11.5584511756897,2.64264496167501,8.19948903719584
"236",236,6,11,0.333333333333333,0.125,0.2,0.666666666666667,"AQUE_4",2010,"AQUE",4,23.861,276.235,312.488,337.272,412.942,247.241333333333,14.7717191745337,13.115035586772,16.1534602256375,13.2785584631241,16.2303232026708,12.6248201187565,4.01690425475438,10.6605906089147,2.45315541823705,11.5584511756897,2.64264496167501,8.19948903719584
"237",237,7,11,0.37037037037037,0.15,0.217391304347826,0.62962962962963,"AQUE_5",2010,"AQUE",5,0,325.381,243.611666666667,229.172,166.474,399.97,14.7717191745337,13.115035586772,16.1534602256375,13.2785584631241,16.2303232026708,12.6248201187565,4.01690425475438,10.6605906089147,2.45315541823705,11.5584511756897,2.64264496167501,8.19948903719584
"238",238,8,11,0.269230769230769,0.16,0.107142857142857,0.730769230769231,"AQUE_6",2010,"AQUE",6,34.17,355.649,411.861,44.321,139.449,208.633,14.7717191745337,13.115035586772,16.1534602256375,13.2785584631241,16.2303232026708,12.6248201187565,4.01690425475438,10.6605906089147,2.45315541823705,11.5584511756897,2.64264496167501,8.19948903719584
"239",239,9,11,0.333333333333333,0.210526315789474,0.117647058823529,0.666666666666667,"BULL_1",2010,"BULL",1,566.444,684.466333333333,252.066333333333,552.47,492.821666666667,441.048,14.2827329064243,12.891439749113,15.486360992867,12.138715819568,15.194031075419,12.0299773314023,3.71557507912318,8.32442035277684,2.78361749649048,9.62746981779734,1.94470649957657,5.66815908749897
"240",240,10,11,0.352941176470588,0.166666666666667,0.176470588235294,0.647058823529412,"BULL_3",2010,"BULL",3,285.269666666667,396.226,320.749333333333,274.767333333333,169.717,151.34,14.2827329064243,12.891439749113,15.486360992867,12.138715819568,15.194031075419,12.0299773314023,3.71557507912318,8.32442035277684,2.78361749649048,9.62746981779734,1.94470649957657,5.66815908749897
"241",241,11,11,0.31578947368421,0.2,0.111111111111111,0.68421052631579,"BULL_6",2010,"BULL",6,345.92,428.849333333333,187.399666666667,593.469,135.705,487.917666666667,14.2827329064243,12.891439749113,15.486360992867,12.138715819568,15.194031075419,12.0299773314023,3.71557507912318,8.32442035277684,2.78361749649048,9.62746981779734,1.94470649957657,5.66815908749897
"242",242,12,11,0.363636363636364,0.181818181818182,0.181818181818182,0.636363636363636,"GOLB_1",2010,"GOLB",1,250.835666666667,889.663,183.849,820.479,146.594,53.1623333333333,15.2547460280912,13.4785669385502,16.4506675305229,13.4045170962651,16.2967522327859,12.7470340837124,5.4236075480779,8.78587297598521,4.20784904559453,9.26279415686925,3.67538958787918,10.5005594889323
"243",243,13,11,0.25,0.125,0.111111111111111,0.75,"GOLB_2",2010,"GOLB",2,151.111333333333,474.945666666667,338.317666666667,1039.922,246.784,208.712,15.2547460280912,13.4785669385502,16.4506675305229,13.4045170962651,16.2967522327859,12.7470340837124,5.4236075480779,8.78587297598521,4.20784904559453,9.26279415686925,3.67538958787918,10.5005594889323
"244",244,14,11,0.285714285714286,0.142857142857143,0.136363636363636,0.714285714285714,"IVEE_1",2010,"IVEE",1,0,479.076333333333,328.896333333333,629.528666666667,303.532333333333,29.187,14.1844832201243,13.0772603745976,15.5110268124281,13.0019547244095,15.6093311075294,12.5821854857274,4.94638335704803,9.43913634618124,4.09490402539571,8.89033285776773,3.47826568285624,10.0960535208384
"245",245,15,11,0.31578947368421,0.217391304347826,0.0952380952380952,0.68421052631579,"IVEE_2",2010,"IVEE",2,46.8696666666667,532.933,483.945,745.89,442.981333333333,953.442,14.1844832201243,13.0772603745976,15.5110268124281,13.0019547244095,15.6093311075294,12.5821854857274,4.94638335704803,9.43913634618124,4.09490402539571,8.89033285776773,3.47826568285624,10.0960535208384
"246",246,21,11,0.4,0.28,0.115384615384615,0.6,"MOHK_1",2010,"MOHK",1,417.035333333333,504.827,905.464333333333,562.12,555.931333333333,60.64,14.9303905422519,13.4969865986567,16.191429772047,13.1165466674301,16.4816375985725,13.0325252085786,6.95205587148667,6.08651250600815,2.04810645182927,9.03568573792775,2.53162066141764,6.63643487294515
"247",247,22,11,0.307692307692308,0.208333333333333,0.0909090909090909,0.692307692307692,"MOHK_2",2010,"MOHK",2,598.662,1096.134,644.020333333333,1342.602,448.773,409.356,14.9303905422519,13.4969865986567,16.191429772047,13.1165466674301,16.4816375985725,13.0325252085786,6.95205587148667,6.08651250600815,2.04810645182927,9.03568573792775,2.53162066141764,6.63643487294515
"248",248,23,11,0.304347826086957,0.217391304347826,0.0909090909090909,0.695652173913043,"NAPL_1",2010,"NAPL",1,310.827,240.14,346.886666666667,844.841,488.075666666667,1050.204,14.6071076444854,13.1082387015572,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,4.96850659449895,13.6771480242411,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823
"249",249,24,11,0.260869565217391,0.15,0.0952380952380952,0.739130434782609,"NAPL_2",2010,"NAPL",2,17.296,21.0046666666667,320.942666666667,639.644333333333,940.048,663.688333333333,14.6071076444854,13.1082387015572,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,4.96850659449895,13.6771480242411,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823
"250",250,25,11,0.333333333333333,0.25,0.0909090909090909,0.666666666666667,"NAPL_3",2010,"NAPL",3,105.595,9.729,0,18.0693333333333,72.427,225.893666666667,14.6071076444854,13.1082387015572,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,4.96850659449895,13.6771480242411,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823
"251",251,26,11,0.444444444444444,0.380952380952381,0.0526315789473684,0.555555555555556,"NAPL_4",2010,"NAPL",4,6.486,39.3026666666667,2.93533333333333,0.58,0,299.437,14.6071076444854,13.1082387015572,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,4.96850659449895,13.6771480242411,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823
"252",252,27,11,0.272727272727273,0.130434782608696,0.136363636363636,0.727272727272727,"NAPL_5",2010,"NAPL",5,12.972,25.0563333333333,35.752,297.275,28.0706666666667,451.049333333333,14.6071076444854,13.1082387015572,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,4.96850659449895,13.6771480242411,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823
"253",253,28,11,0.357142857142857,0.153846153846154,0.2,0.642857142857143,"NAPL_6",2010,"NAPL",6,0,26.1373333333333,87.139,156.244,24.1333333333333,334.266,14.6071076444854,13.1082387015572,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,4.96850659449895,13.6771480242411,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823
"254",254,29,11,0.333333333333333,0.260869565217391,0.0769230769230769,0.666666666666667,"NAPL_7",2010,"NAPL",7,25.944,61.3883333333333,159.988,320.362666666667,175.315333333333,734.658,14.6071076444854,13.1082387015572,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,4.96850659449895,13.6771480242411,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823
"255",255,30,11,0.304347826086957,0.173163418290855,0.130434782608696,0.695652173913043,"NAPL_8",2010,"NAPL",8,14.053,24.863,83.6236666666667,144.353,14.633,373.489666666667,14.6071076444854,13.1082387015572,15.9951896621194,13.0955250801649,15.6777534688238,12.7376500553065,4.96850659449895,13.6771480242411,1.82961739102999,10.5892529884974,2.77900945146879,8.71496653556823
