"reach","urbanized","restored","water","observation_date","observer_intitials","transect","location","time_start","time_end","common_name","scientific_name","quantity","surveys_notes","surveys_observation_notes"
"Rio","Urban","Restored","Perennial",2014-10-06,"MJB,RKB","downstream","south","10:51:00","11:14:00","Unidentified Lizard",NA,1,NA,"possible UTST"
"Rio","Urban","Restored","Perennial",2014-10-06,"MJB,RKB","downstream","south","10:51:00","11:14:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Rio","Urban","Restored","Perennial",2014-10-06,"MJB,RKB","upstream","south","11:24:00","11:39:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2014-10-06,"MJB,RKB","upstream","center","11:41:00","11:52:00",NA,NA,NA,"Lots of water in the area but not in plot. Soil in plot is all muddy. 100s of mosquitoes: hard to concentrate!!",NA
"Rio","Urban","Restored","Perennial",2014-10-06,"MJB,RKB","upstream","north","11:54:00","12:18:00","Unidentified Lizard",NA,1,NA,NA
"Rio","Urban","Restored","Perennial",2014-10-06,"MJB,RKB","upstream","north","11:54:00","12:18:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Rio","Urban","Restored","Perennial",2014-10-06,"MJB,RKB","upstream","north","11:54:00","12:18:00","Common Side-blotched Lizard","Uta stansburiana",3,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-05-06,"MJB,RKB","upstream","north","08:27:00","08:38:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-05-06,"MJB,RKB","upstream","center","08:40:00","08:54:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"juvenile"
"Ave67","Urban","NotRestored","Ephemeral",2015-05-06,"MJB,RKB","upstream","center","08:40:00","08:54:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Ave67","Urban","NotRestored","Ephemeral",2015-05-06,"MJB,RKB","upstream","south","08:57:00","09:30:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-05-06,"MJB,RKB","upstream","south","08:57:00","09:30:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Ave67","Urban","NotRestored","Ephemeral",2015-05-06,"MJB,RKB","midstream","south","09:38:00","09:58:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-05-06,"MJB,RKB","downstream","south","10:03:00","10:10:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-05-06,"MJB,RKB","downstream","center","10:14:00","10:43:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-05-06,"MJB,RKB","downstream","center","10:14:00","10:43:00","Unidentified Lizard",NA,1,NA,"possible DIDO (not same individual as the one seen within 7m of the plot)"
"Ave67","Urban","NotRestored","Ephemeral",2015-05-06,"MJB,RKB","downstream","north","10:53:00","11:03:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-05-06,"MJB,RKB","midstream","center","11:09:00","11:24:00",NA,NA,NA,"muddy for approx 2m at North end of plot",NA
"Ave67","Urban","NotRestored","Ephemeral",2015-05-06,"MJB,RKB","midstream","north","11:28:00","11:48:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-05-06,"MJB,RKB","midstream","north","11:28:00","11:48:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Price","Urban","NotRestored","Perennial",2015-05-10,"MJB,RKB","midstream","south","08:36:00","08:49:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2015-05-10,"MJB,RKB","downstream","south","08:55:00","09:15:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2015-05-10,"MJB,RKB","downstream","center","09:18:00","09:33:00",NA,NA,NA,"1x Bark Scorpion under rock",NA
"Price","Urban","NotRestored","Perennial",2015-05-10,"MJB,RKB","downstream","north","09:34:00","09:49:00",NA,NA,NA,"1x Bark Scorpion under rock",NA
"Price","Urban","NotRestored","Perennial",2015-05-10,"MJB,RKB","midstream","center","09:53:00","10:15:00",NA,NA,NA,"1x Bark Scorpion under rock. Ditch is muddy with little bit of standing water. Moist under rocks in plot.",NA
"Price","Urban","NotRestored","Perennial",2015-05-10,"MJB,RKB","midstream","north","10:24:00","10:41:00",NA,NA,NA,"1x UTST within 20m of South end of plot.  Ground is moist for most of plot.",NA
"Price","Urban","NotRestored","Perennial",2015-05-10,"MJB,RKB","upstream","north","10:47:00","11:10:00",NA,NA,NA,"All willows are dead. Several willows fell over in plot. Very hard plot to survey due to all the veg. Water level is low.",NA
"Price","Urban","NotRestored","Perennial",2015-05-10,"MJB,RKB","upstream","center","11:29:00","11:44:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Price","Urban","NotRestored","Perennial",2015-05-10,"MJB,RKB","upstream","south","11:49:00","12:09:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","upstream","south","08:01:00","08:22:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","upstream","south","08:01:00","08:22:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","midstream","south","08:28:00","08:48:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","downstream","south","08:52:00","09:12:00","Common Kingsnake","Lampropeltis getula",1,NA,"mainly black, small whitish irregular bands"
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","downstream","north","09:30:00","09:46:00","Unidentified Lizard",NA,1,NA,"very small. Most likely UTST hatchling"
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","downstream","center","09:56:00","10:17:00","Ornate Tree Lizard","Urosaurus ornata",2,NA,NA
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","downstream","center","09:56:00","10:17:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","midstream","center","10:29:00","10:44:00","Tiger Whiptail ","Aspidoscelis tigris",3,NA,NA
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","upstream","center","10:50:00","11:07:00","Unidentified Lizard",NA,1,NA,"heard moving around only"
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","upstream","center","10:50:00","11:07:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","upstream","center","10:50:00","11:07:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","upstream","north","11:15:00","11:33:00","Unidentified Lizard",NA,1,NA,"probably UTST"
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","midstream","north","11:39:00","11:54:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","midstream","north","11:39:00","11:54:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"BM","Urban","Restored","Perennial",2015-05-11,"MJB,RKB","midstream","north","11:39:00","11:54:00","Unidentified Snake Skin",NA,1,NA,"dorsal keeled scales, 1 large ventral scale"
"Tonto","NonUrban","NotRestored","Perennial",2015-05-12,"MJB,RKB","upstream","south","08:12:00","08:28:00",NA,NA,NA,"1x CADR within 25m of South end of plot",NA
"Tonto","NonUrban","NotRestored","Perennial",2015-05-12,"MJB,RKB","upstream","center","08:29:00","08:43:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-05-12,"MJB,RKB","upstream","north","08:45:00","09:05:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-05-12,"MJB,RKB","upstream","north","08:45:00","09:05:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-05-12,"MJB,RKB","midstream","north","09:12:00","09:29:00","Woodhouse’s Toad","Anaxyrus woodhousii",1,NA,"took pictures and discussed identification with HLB"
"Tonto","NonUrban","NotRestored","Perennial",2015-05-12,"MJB,RKB","midstream","north","09:12:00","09:29:00","Zebra-tailed Lizard","Callisaurus draconoides",2,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-05-12,"MJB,RKB","midstream","north","09:12:00","09:29:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-05-12,"MJB,RKB","downstream","north","10:11:00","10:27:00","Woodhouse’s Toad","Anaxyrus woodhousii",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-05-12,"MJB,RKB","downstream","center","10:29:00","10:49:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-05-12,"MJB,RKB","downstream","south","10:50:00","11:12:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-05-12,"MJB,RKB","midstream","center","11:15:00","11:30:00",NA,NA,NA,"1x ASTI within 20m of North end of plot",NA
"Tonto","NonUrban","NotRestored","Perennial",2015-05-12,"MJB,RKB","midstream","south","11:41:00","11:57:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-05-13,"MJB,RKB","downstream","south","07:54:00","08:19:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-05-13,"MJB,RKB","downstream","center","08:20:00","08:45:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-05-13,"MJB,RKB","midstream","south","08:49:00","09:11:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-05-13,"MJB,RKB","downstream","north","09:32:00","09:52:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-05-13,"MJB,RKB","midstream","center","09:59:00","10:19:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,"not same as MID_N plot"
"Rio","Urban","Restored","Perennial",2015-05-13,"MJB,RKB","midstream","center","09:59:00","10:19:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-05-13,"MJB,RKB","midstream","north","10:24:00","10:45:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-05-13,"MJB,RKB","midstream","north","10:24:00","10:45:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,"not same as MID_C plot"
"Rio","Urban","Restored","Perennial",2015-05-13,"MJB,RKB","upstream","north","11:05:00","11:27:00","Unidentified Lizard",NA,1,NA,NA
"Rio","Urban","Restored","Perennial",2015-05-13,"MJB,RKB","upstream","north","11:05:00","11:27:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Rio","Urban","Restored","Perennial",2015-05-13,"MJB,RKB","upstream","north","11:05:00","11:27:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Rio","Urban","Restored","Perennial",2015-05-13,"MJB,RKB","upstream","center","11:31:00","11:53:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,"blue tail"
"Rio","Urban","Restored","Perennial",2015-05-13,"MJB,RKB","upstream","south","12:17:00","12:30:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-05-14,"MJB,RKB","downstream","south","09:19:00","09:35:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Ave35","Urban","NotRestored","Ephemeral",2015-05-14,"MJB,RKB","downstream","center","09:41:00","09:51:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,"hatchling"
"Ave35","Urban","NotRestored","Ephemeral",2015-05-14,"MJB,RKB","downstream","north","09:56:00","10:09:00",NA,NA,NA,"This plot used to be DWN_C.  Old plot DWN_C is now DWN_N: the old DWN_N plot had to be removed due to transient camp in plot.  Water in channel at South end of plot.  Channel banks changed due to heavy floods.  Lots of vegetation (shrubs, salt cedar) were removed too due to flood.",NA
"Ave35","Urban","NotRestored","Ephemeral",2015-05-14,"MJB,RKB","midstream","north","10:19:00","10:35:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-05-14,"MJB,RKB","midstream","center","10:38:00","10:48:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-05-14,"MJB,RKB","midstream","south","10:49:00","11:03:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-05-14,"MJB,RKB","upstream","south","11:08:00","11:22:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Ave35","Urban","NotRestored","Ephemeral",2015-05-14,"MJB,RKB","upstream","south","11:08:00","11:22:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-05-14,"MJB,RKB","upstream","center","11:23:00","11:37:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-05-14,"MJB,RKB","upstream","north","11:41:00","12:00:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-05-17,"MJB,RKB","upstream","center","09:31:00","09:45:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-05-17,"MJB,RKB","upstream","north","09:49:00","10:07:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Priest","Urban","NotRestored","Perennial",2015-05-17,"MJB,RKB","upstream","north","09:49:00","10:07:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-05-17,"MJB,RKB","midstream","north","10:15:00","10:34:00",NA,NA,NA,"1x UTST within 5m of South end of plot",NA
"Priest","Urban","NotRestored","Perennial",2015-05-17,"MJB,RKB","midstream","center","10:37:00","10:53:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-05-17,"MJB,RKB","midstream","south","10:55:00","11:11:00",NA,NA,NA,"1x ASTI within 5m of South end of plot",NA
"Priest","Urban","NotRestored","Perennial",2015-05-17,"MJB,RKB","downstream","south","11:19:00","11:39:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-05-17,"MJB,RKB","downstream","center","11:48:00","12:03:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-05-17,"MJB,RKB","downstream","north","12:10:00","12:33:00","Unidentified Lizard",NA,1,NA,"UTST or ASTI"
"Priest","Urban","NotRestored","Perennial",2015-05-17,"MJB,RKB","downstream","north","12:10:00","12:33:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-05-17,"MJB,RKB","downstream","north","12:10:00","12:33:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-05-17,"MJB,RKB","upstream","south","12:54:00","13:09:00",NA,NA,NA,"Vegetation is missing on practically all the East side of plot due to heavy equipment driving through vegetation to go remove a beaver dam along the river channel.",NA
"Ave67","Urban","NotRestored","Ephemeral",2015-06-18,"MJB,RKB","downstream","north","06:06:00","06:19:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Ave67","Urban","NotRestored","Ephemeral",2015-06-18,"MJB,RKB","downstream","center","06:23:00","06:53:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-06-18,"MJB,RKB","downstream","center","06:23:00","06:53:00","Desert Spiny Lizard","Sceloporus magister",1,NA,"large, no bars on forelimbs"
"Ave67","Urban","NotRestored","Ephemeral",2015-06-18,"MJB,RKB","downstream","south","06:58:00","07:07:00",NA,NA,NA,"2x Burrowing Owl nesting in bank to the South",NA
"Ave67","Urban","NotRestored","Ephemeral",2015-06-18,"MJB,RKB","midstream","south","07:19:00","07:36:00","Common Side-blotched Lizard","Uta stansburiana",3,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-06-18,"MJB,RKB","midstream","center","07:44:00","07:58:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-06-18,"MJB,RKB","midstream","north","08:05:00","08:28:00","Common Side-blotched Lizard","Uta stansburiana",6,NA,"possibly 7"
"Ave67","Urban","NotRestored","Ephemeral",2015-06-18,"MJB,RKB","upstream","north","08:38:00","08:49:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-06-18,"MJB,RKB","upstream","center","08:54:00","09:07:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-06-18,"MJB,RKB","upstream","south","09:09:00","09:36:00","Unidentified Lizard",NA,1,NA,"VERY large and dark. Briefly seen, very fast. Pet released? Sonoran Spiny-tailed Iguana? UNSC?"
"Ave67","Urban","NotRestored","Ephemeral",2015-06-18,"MJB,RKB","upstream","south","09:09:00","09:36:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Ave35","Urban","NotRestored","Ephemeral",2015-06-19,"MJB,RKB","midstream","north","06:01:00","06:21:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-06-19,"MJB,RKB","upstream","north","06:25:00","06:44:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-06-19,"MJB,RKB","upstream","center","06:46:00","07:02:00",NA,NA,NA,"1x UTST within 5m of South end of plot",NA
"Ave35","Urban","NotRestored","Ephemeral",2015-06-19,"MJB,RKB","upstream","south","07:04:00","07:23:00","Common Side-blotched Lizard","Uta stansburiana",3,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-06-19,"MJB,RKB","upstream","south","07:04:00","07:23:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-06-19,"MJB,RKB","midstream","south","07:32:00","07:46:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-06-19,"MJB,RKB","midstream","center","07:48:00","07:58:00","Zebra-tailed Lizard","Callisaurus draconoides",3,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-06-19,"MJB,RKB","downstream","north","08:06:00","08:20:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Ave35","Urban","NotRestored","Ephemeral",2015-06-19,"MJB,RKB","downstream","north","08:06:00","08:20:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-06-19,"MJB,RKB","downstream","center","08:23:00","08:34:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-06-19,"MJB,RKB","downstream","south","08:36:00","08:45:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2015-06-21,"MJB,RKB","upstream","south","05:59:00","06:17:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Price","Urban","NotRestored","Perennial",2015-06-21,"MJB,RKB","upstream","south","05:59:00","06:17:00","Unidentified Lizard",NA,1,NA,"Very small. Most likely UTST hatchling"
"Price","Urban","NotRestored","Perennial",2015-06-21,"MJB,RKB","upstream","center","06:20:00","06:33:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2015-06-21,"MJB,RKB","upstream","north","06:42:00","06:58:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2015-06-21,"MJB,RKB","midstream","north","07:08:00","07:22:00",NA,NA,NA,"Ground wet in few places in plot",NA
"Price","Urban","NotRestored","Perennial",2015-06-21,"MJB,RKB","midstream","center","07:26:00","07:40:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Price","Urban","NotRestored","Perennial",2015-06-21,"MJB,RKB","midstream","south","07:43:00","08:01:00",NA,NA,NA,"1x UTST within 1m of plot",NA
"Price","Urban","NotRestored","Perennial",2015-06-21,"MJB,RKB","downstream","south","08:06:00","08:23:00",NA,NA,NA,"1x UTST within 1m of plot. Small section of plot not fully searched due to approx 10 yellow paper wasps coming out of bunch grass when poked into bunch grass.",NA
"Price","Urban","NotRestored","Perennial",2015-06-21,"MJB,RKB","downstream","center","08:28:00","08:38:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2015-06-21,"MJB,RKB","downstream","north","08:39:00","08:52:00",NA,NA,NA,"NW part of plot has mud",NA
"Priest","Urban","NotRestored","Perennial",2015-06-22,"MJB,RKB","upstream","south","05:46:00","06:01:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-06-22,"MJB,RKB","downstream","north","06:36:00","06:54:00",NA,NA,NA,"1x UNLI within 10m to East of plot",NA
"Priest","Urban","NotRestored","Perennial",2015-06-22,"MJB,RKB","downstream","center","06:57:00","07:08:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-06-22,"MJB,RKB","downstream","south","07:11:00","07:27:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-06-22,"MJB,RKB","downstream","south","07:11:00","07:27:00","Sonoran Desert Toad","Incilius alvarius",1,NA,"Flushed from dirt pile, hopped into Palm Tree and disappeared"
"Priest","Urban","NotRestored","Perennial",2015-06-22,"MJB,RKB","midstream","south","07:41:00","08:00:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-06-22,"MJB,RKB","midstream","center","08:04:00","08:17:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-06-22,"MJB,RKB","midstream","north","08:22:00","08:42:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-06-22,"MJB,RKB","midstream","north","08:22:00","08:42:00","Unidentified Lizard",NA,1,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-06-22,"MJB,RKB","upstream","north","08:49:00","09:03:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-06-22,"MJB,RKB","upstream","center","09:05:00","09:18:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2015-06-23,"MJB,RKB","midstream","north","05:50:00","06:06:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"BM","Urban","Restored","Perennial",2015-06-23,"MJB,RKB","upstream","north","06:11:00","06:31:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"BM","Urban","Restored","Perennial",2015-06-23,"MJB,RKB","upstream","center","06:38:00","06:55:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2015-06-23,"MJB,RKB","midstream","center","07:03:00","07:20:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"BM","Urban","Restored","Perennial",2015-06-23,"MJB,RKB","downstream","center","07:42:00","08:03:00","Ornate Tree Lizard","Urosaurus ornata",2,NA,NA
"BM","Urban","Restored","Perennial",2015-06-23,"MJB,RKB","downstream","north","08:26:00","08:37:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"BM","Urban","Restored","Perennial",2015-06-23,"MJB,RKB","downstream","south","08:53:00","09:08:00",NA,NA,NA,"Lots of dead quail bush in plot.",NA
"BM","Urban","Restored","Perennial",2015-06-23,"MJB,RKB","midstream","south","09:20:00","09:40:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"BM","Urban","Restored","Perennial",2015-06-23,"MJB,RKB","midstream","south","09:20:00","09:40:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"BM","Urban","Restored","Perennial",2015-06-23,"MJB,RKB","upstream","south","09:44:00","09:59:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-06-25,"MJB,RKB","midstream","north","05:55:00","06:10:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Tonto","NonUrban","NotRestored","Perennial",2015-06-25,"MJB,RKB","downstream","north","06:17:00","06:35:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"small"
"Tonto","NonUrban","NotRestored","Perennial",2015-06-25,"MJB,RKB","downstream","center","06:38:00","06:58:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-06-25,"MJB,RKB","downstream","south","07:00:00","07:22:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-06-25,"MJB,RKB","midstream","center","07:31:00","07:51:00","Desert Spiny Lizard","Sceloporus magister",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-06-25,"MJB,RKB","midstream","south","07:55:00","08:10:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-06-25,"MJB,RKB","upstream","south","08:21:00","08:40:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-06-25,"MJB,RKB","upstream","center","08:46:00","09:05:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-06-25,"MJB,RKB","upstream","north","09:06:00","09:32:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2015-06-26,"MJB,RKB","upstream","north","05:56:00","06:13:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-06-26,"MJB,RKB","upstream","north","05:56:00","06:13:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Rio","Urban","Restored","Perennial",2015-06-26,"MJB,RKB","upstream","center","06:16:00","06:34:00","Unidentified Lizard",NA,1,NA,"On rock cairn, ran into burrow, no time to ID"
"Rio","Urban","Restored","Perennial",2015-06-26,"MJB,RKB","upstream","south","06:50:00","07:06:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-06-26,"MJB,RKB","upstream","south","06:50:00","07:06:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Rio","Urban","Restored","Perennial",2015-06-26,"MJB,RKB","midstream","south","07:13:00","07:35:00",NA,NA,NA,"At least 1x LICA within 5m of North end of plot (can hear 1 within 5m, possibly 2).  3m of North end of plot has pooled water.",NA
"Rio","Urban","Restored","Perennial",2015-06-26,"MJB,RKB","downstream","center","07:42:00","08:02:00","American Bullfrog","Lithobates catesbeiana",1,NA,"heard only"
"Rio","Urban","Restored","Perennial",2015-06-26,"MJB,RKB","downstream","center","07:42:00","08:02:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Rio","Urban","Restored","Perennial",2015-06-26,"MJB,RKB","downstream","south","08:06:00","08:21:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2015-06-26,"MJB,RKB","downstream","north","08:57:00","09:13:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-06-26,"MJB,RKB","midstream","north","09:21:00","09:35:00",NA,NA,NA,"1x UROR within 5m of South end of plot, on trunk of large mesquite. Hot - cicada singing. ",NA
